author_qid,pubDate,goodreads_id,title,authorLabel,work_qid,year,n_nom,n_win,awards_as_of_year,age,birth_country,gender,topicality,max,count,median
Q4885768,2012-07-10T00:00:00Z,18538006.0,The Last Policeman,Ben H. Winters,Q7745946,2013,1,0,0,37.0,United States,male,0.13496183630171507,,,
Q4885768,2013-07-16T00:00:00Z,,Countdown City,Ben H. Winters,Q18149437,2014,1,0,1,38.0,United States,male,0.2906632838993735,,,
Q4885768,2016-07-05T00:00:00Z,42751755.0,Underground Airlines,Ben H. Winters,Q26158032,2017,2,0,2,41.0,United States,male,0.1373570533616753,,,
Q489193,1962-01-01T00:00:00Z,,Planet of the Damned,Harry Harrison,Q15033625,1962,1,0,1,37.0,United States,male,0.42518924165145106,,,
Q489193,1984-08-01T00:00:00Z,,West of Eden,Harry Harrison,Q3497225,1985,1,0,4,60.0,United States,male,0.6263003495553303,,,
Q49074,1959-01-01T00:00:00Z,905970.0,The Sirens of Titan,Kurt Vonnegut,Q2294155,1960,1,0,0,38.0,United States,male,0.28709656443838727,,,
Q49074,1963-01-01T00:00:00Z,1621115.0,Cat's Cradle,Kurt Vonnegut,Q41359,1964,1,0,1,42.0,United States,male,-0.34898208781242795,,,
Q49074,1969-03-01T00:00:00Z,1683562.0,Slaughterhouse-Five,Kurt Vonnegut,Q265954,1970,2,0,2,48.0,United States,male,0.45707654552879695,10.0,16.0,6.0
Q4963785,2012-04-10T00:00:00Z,,Lost Everything,Brian Francis Slattery,Q17102722,2013,1,0,0,38.0,,male,0.3188416566062078,,,
Q497454,1982-05-01T00:00:00Z,,Coils,Fred Saberhagen,Q56358274,1983,1,0,5,53.0,United States,male,-0.5099844466283318,,,
Q4975117,1979-02-01T00:00:00Z,2177257.0,Stardance,Jeanne Robinson,Q7601555,1980,1,0,1,32.0,United States,female,-0.19052936105003884,,,
Q50376731,2017-02-07T00:00:00Z,,Amberlough,Lara Elena Donnelly,Q50376830,2018,1,0,0,28.0,,female,0.11294417025606443,,,
Q50379894,2017-11-07T00:00:00Z,55755047.0,Jade City,Fonda Lee,Q65065481,2018,1,1,0,39.0,Canada,female,-0.10372957083452379,,,
Q504805,1977-04-01T00:00:00Z,,The Ophiuchi Hotline,John Varley,Q3220787,1978,1,0,12,31.0,United States,male,-0.36088407552174595,,,
Q504805,1979-01-01T00:00:00Z,,Titan,John Varley,Q4354440,1980,2,1,21,33.0,United States,male,-0.35194643749855176,,,
Q504805,1980-08-01T00:00:00Z,,Wizard,John Varley,Q3491166,1981,2,0,26,34.0,United States,male,0.7429426703566815,,,
Q504805,1983-06-01T00:00:00Z,,Millennium,John Varley,Q3314300,1984,2,0,32,37.0,United States,male,0.7017703212630895,,,
Q504805,1984-06-01T00:00:00Z,,Demon,John Varley,Q5256189,1985,1,0,34,38.0,United States,male,0.6276069656272159,,,
Q504805,1992-07-01T00:00:00Z,3101771.0,Steel Beach,John Varley,Q3100824,1993,2,0,37,46.0,United States,male,0.5843136826738378,,,
Q504805,1998-10-01T00:00:00Z,1873228.0,The Golden Globe,John Varley,Q3227494,1999,1,0,40,52.0,United States,male,0.7690694991904687,,,
Q504805,2008-03-04T00:00:00Z,,Rolling Thunder,John Varley,Q131382089,2009,1,0,44,62.0,United States,male,0.1556894083327706,,,
Q504805,2012-09-01T00:00:00Z,,Slow Apocalypse,John Varley,Q131382210,2013,2,0,45,66.0,United States,male,0.13467554430097198,,,
Q504805,2014-08-01T00:00:00Z,,Dark Lightning,John Varley,Q131382300,2015,1,0,46,68.0,United States,male,0.16963022883370601,,,
Q505274,1978-08-24T00:00:00Z,2868369.0,SS-GB,Len Deighton,Q4354234,1980,1,0,0,51.0,United Kingdom,male,0.3275934150460069,15.0,16.0,6.0
Q5081877,1995-04-01T00:00:00Z,,The Killing Star,Charles R. Pellegrino,Q7744376,1996,1,0,1,43.0,United States,male,0.39513967815951745,,,
Q5083786,2010-09-01T00:00:00Z,,How to Live Safely in a Science Fictional Universe,Charles Yu,Q5918654,2011,1,0,0,35.0,United States,male,0.19404211806409838,,,
Q5084448,2016-01-26T00:00:00Z,45119441.0,All the Birds in the Sky,Charlie Jane Anders,Q29469803,2017,1,1,6,48.0,United States,trans woman,0.12522738616684645,,,
Q509662,2011-10-06T00:00:00Z,,Zone One,Colson Whitehead,Q17066538,2012,1,0,0,43.0,United States,male,0.178421475248857,16.0,1.0,16.0
Q509662,2016-08-02T00:00:00Z,48287641.0,The Underground Railroad,Colson Whitehead,Q27957817,2017,2,0,1,48.0,United States,male,0.13828627258510465,16.0,18.0,5.0
Q5107557,2017-07-11T00:00:00Z,,Tropic of Kansas,Christopher Brown,Q131445143,2018,1,0,0,,,male,0.1212838524283606,,,
Q5112544,1987-02-01T00:00:00Z,,Liege-Killer,Christopher Hinz,Q6544117,1988,1,0,0,37.0,United States,male,0.5935789618875978,,,
Q5235496,2008-01-01T00:00:00Z,,Superpowers,David J. Schwartz,Q122452550,2009,1,0,0,39.0,United States,male,0.1600431864846804,,,
Q5237187,2005-11-01T00:00:00Z,,Counting Heads,David Marusek,Q5177140,2006,1,0,6,55.0,United States,male,1.409140091444712,,,
Q5238842,1984-11-01T00:00:00Z,,Emergence,David R. Palmer,Q5370535,1985,2,0,4,44.0,United States,male,0.621536413149849,,,
Q524579,2010-09-01T00:00:00Z,9886333.0,The Quantum Thief,Hannu Rajaniemi,Q6303649,2011,1,0,0,33.0,Finland,male,-0.1957851736593362,,,
Q524579,2012-09-27T00:00:00Z,,The Fractal Prince,Hannu Rajaniemi,Q11859870,2013,2,0,3,35.0,Finland,male,0.13608912617422217,,,
Q524579,2014-07-01T00:00:00Z,,The Causal Angel,Hannu Rajaniemi,Q18205890,2015,1,0,5,37.0,Finland,male,-0.1650258677926554,,,
Q526761,2014-04-08T00:00:00Z,25807847.0,The First Fifteen Lives of Harry August,Catherine Webb,Q24037175,2015,0,1,0,29.0,United Kingdom,female,0.16702185987881446,,,
Q5300286,1991-11-01T00:00:00Z,,The Trinity Paradox,Doug Beason,Q7770233,1992,1,0,0,39.0,United States,male,-0.799463920603737,,,
Q5300286,1993-02-01T00:00:00Z,,Assemblers of Infinity,Doug Beason,Q4808643,1994,2,0,1,41.0,United States,male,0.8523114201245355,,,
Q534376,2016-01-21T00:00:00Z,,Occupy Me,Tricia Sullivan,Q131382359,2017,2,0,2,49.0,United States,female,-0.09526346469302364,,,
Q5344277,2012-08-01T00:00:00Z,,Fate of Worlds,Edward M. Lerner,Q20926301,2013,1,0,0,64.0,United States,male,-0.12942970996035155,,,
Q5350343,2011-07-01T00:00:00Z,,Heart of Iron,Ekaterina Sedia,Q131382178,2012,1,0,4,42.0,Russia,female,-0.19799952989812963,,,
Q5354218,1991-04-01T00:00:00Z,,A Woman of the Iron People,Eleanor Arnason,Q4660767,1992,2,0,0,50.0,United States,female,0.7229691251602655,,,
Q5354218,1993-01-01T00:00:00Z,,Ring of Swords,Eleanor Arnason,Q122674530,1994,1,0,2,52.0,United States,female,-0.7475803339451081,,,
Q537473,1980-01-01T00:00:00Z,,First Channel,Jean Lorrah,Q131374931,1981,1,0,0,43.0,United States,female,-0.7048435250717007,,,
Q537473,1980-01-01T00:00:00Z,,First Channel,Jean Lorrah,Q131374931,1981,1,0,0,41.0,United States,female,-0.7048435250717007,,,
Q537898,1996-09-01T00:00:00Z,16050.0,The Golden Key,Melanie Rawn,Q7737067,1997,1,0,3,43.0,United States,female,-0.572638219613625,,,
Q539418,1993-01-01T00:00:00Z,,Lord of the Two Lands,Judith Tarr,Q131415624,1994,1,0,3,39.0,United States,female,-0.8091513782708611,,,
Q541088,2017-07-11T00:00:00Z,,Bannerless,Carrie Vaughn,Q117148972,2018,1,0,6,45.0,United States,female,-0.1328934359300362,,,
Q5423959,1984-02-01T00:00:00Z,,Star Rebel,F. M. Busby,Q131375520,1985,1,0,1,64.0,United States,male,0.6252024919611026,,,
Q5423959,1986-08-01T00:00:00Z,,Rebels' Seed,F. M. Busby,Q131376069,1987,1,0,2,66.0,United States,male,0.3004266921437424,,,
Q547414,1958-01-01T00:00:00Z,,Who?,Algis Budrys,Q3414362,1959,1,0,2,28.0,Prussia,male,0.20221061920230218,,,
Q547414,1960-01-01T00:00:00Z,,Rogue Moon,Algis Budrys,Q3305686,1961,1,0,4,30.0,Prussia,male,0.24736439622458936,,,
Q547414,1977-07-01T00:00:00Z,,Michaelmas,Algis Budrys,Q6835650,1978,1,0,9,47.0,Prussia,male,-0.33197292208972307,,,
Q547414,1993-03-01T00:00:00Z,,Hard Landing,Algis Budrys,Q122452537,1994,2,0,12,63.0,Prussia,male,0.8347380142280495,,,
Q548156,1986-01-01T00:00:00Z,2640708.0,A Door into Ocean,Joan Slonczewski,Q4656557,1987,0,1,1,31.0,United States,female,0.3044376626555281,,,
Q548156,1998-09-01T00:00:00Z,117081.0,The Children Star,Joan Slonczewski,Q1031337,1999,1,0,2,43.0,United States,female,1.0316858307823398,,,
Q550449,1959-01-01T00:00:00Z,,The Pirates of Zan,Murray Leinster,Q18393643,1960,1,0,0,64.0,United States,male,0.249217071684931,,,
Q550614,1972-06-01T00:00:00Z,,What Entropy Means to Me,George Alec Effinger,Q122452518,1973,1,0,2,26.0,United States,male,0.5709671694699371,,,
Q550614,1987-01-01T00:00:00Z,127822.0,When Gravity Fails,George Alec Effinger,Q3115799,1988,3,0,11,41.0,United States,male,0.6046769065479292,,,
Q550614,1989-06-01T00:00:00Z,,A Fire in the Sun,George Alec Effinger,Q3404279,1990,2,0,18,43.0,United States,male,0.38073629307378,,,
Q5512567,2012-06-19T00:00:00Z,18330291.0,Alif the Unseen,G. Willow Wilson,Q64167557,2013,1,1,0,31.0,United States,female,0.13232694617644306,,,
Q55723235,2011-11-08T00:00:00Z,,Seed,Rob Ziegler,Q131445176,2012,1,0,0,,,male,-0.539755677166003,,,
Q55756656,2017-11-14T00:00:00Z,53299478.0,The City of Brass,Shannon A. Chakraborty,Q60787839,2018,1,0,0,33.0,United States,female,0.10152794614391025,,,
Q558138,2007-07-24T00:00:00Z,,Bad Monkeys,Matt Ruff,Q798732,2008,2,0,1,43.0,United States,male,0.29436952589898274,,,
Q558138,2016-02-16T00:00:00Z,,Lovecraft Country,Matt Ruff,Q30608520,2017,1,0,3,52.0,United States,male,0.12474529863676324,,,
Q559409,1967-07-01T00:00:00Z,255340.0,Chthon,Piers Anthony,Q4501974,1968,2,0,0,34.0,United Kingdom,male,0.25685388549998117,,,
Q559409,1969-01-01T00:00:00Z,,Macroscope,Piers Anthony,Q6725637,1970,1,0,3,36.0,United Kingdom,male,0.41262996521354006,,,
Q56557369,1995-08-01T00:00:00Z,,Testament,Valerie J. Freireich,Q131376743,1996,1,0,1,44.0,United States,female,0.5373685422057719,,,
Q575345,1982-08-12T00:00:00Z,,Nor Crystal Tears,Alan Dean Foster,Q7050019,1983,1,0,1,37.0,United States,male,0.4411469325907007,,,
Q578031,1973-02-01T00:00:00Z,,King David's Spaceship,Jerry Pournelle,Q6411423,1982,1,0,16,49.0,United States,male,0.6334272063118808,,,
Q578031,1974-11-01T00:00:00Z,2190500.0,The Mote in God's Eye,Jerry Pournelle,Q1190888,1975,2,0,3,42.0,United States,male,0.7960829431428056,,,
Q578031,1976-05-01T00:00:00Z,2015541.0,Inferno,Jerry Pournelle,Q4040445,1976,2,0,6,43.0,United States,male,0.6396445538825494,,,
Q578031,1977-01-01T00:00:00Z,1842237.0,Lucifer's Hammer,Jerry Pournelle,Q471741,1978,2,0,12,45.0,United States,male,-0.27231364589282975,,,
Q578031,1979-06-01T00:00:00Z,2530397.0,Janissaries,Jerry Pournelle,Q6154663,1980,1,0,14,47.0,United States,male,0.3201915502710436,,,
Q578031,1981-08-01T00:00:00Z,910180.0,Oath of Fealty,Jerry Pournelle,Q7074477,1982,1,0,16,49.0,United States,male,0.6143782656952615,,,
Q578031,1985-05-12T00:00:00Z,1913289.0,Footfall,Jerry Pournelle,Q2652159,1986,2,0,18,53.0,United States,male,0.7166979873966535,15.0,3.0,15.0
Q578031,1987-05-01T00:00:00Z,964795.0,The Legacy of Heorot,Jerry Pournelle,Q589959,1988,1,0,20,55.0,United States,male,0.5782374268755478,,,
Q578031,1993-02-01T00:00:00Z,,The Gripping Hand,Jerry Pournelle,Q7738320,1994,1,0,21,61.0,United States,male,-0.8411090150393077,,,
Q58045802,2016-11-15T00:00:00Z,,Rosewater,Tade Thompson,Q65643770,2017,2,0,0,67.0,United Kingdom,male,-0.09031746247061025,,,
Q586756,1961-01-01T00:00:00Z,,Second Ending,James White,Q4014872,1962,1,0,0,34.0,United Kingdom,male,1.0891741733883753,,,
Q586756,1963-01-01T00:00:00Z,,The Escape Orbit,James White,Q3896637,1966,1,0,1,38.0,United Kingdom,male,0.28266110609864353,,,
Q586756,1987-07-01T00:00:00Z,,Code Blue – Emergency,James White,Q5140010,1988,1,0,6,60.0,United Kingdom,male,0.576963818301562,,,
Q588653,2000-03-01T00:00:00Z,6187751.0,Ashes of Victory,David Weber,Q3231336,2001,1,0,0,49.0,United States,male,-1.0698232039198288,12.0,1.0,12.0
Q5968748,1971-01-01T00:00:00Z,,Half Past Human,T. J. Bass,Q5641738,1972,1,0,0,40.0,United States,male,-1.1561887096539385,,,
Q5968748,1974-01-01T00:00:00Z,1787034.0,The Godwhale,T. J. Bass,Q7736949,1975,1,0,1,43.0,United States,male,-0.6209054607801421,,,
Q5971711,2006-03-01T00:00:00Z,,Babylon,Richard Calder,Q131381648,2007,1,0,2,51.0,United Kingdom,male,0.17937056453300246,,,
Q601304,1992-09-01T00:00:00Z,,Æstival Tide,Elizabeth Hand,Q131376625,1993,1,0,2,36.0,United States,female,0.5593901008126498,,,
Q601304,1994-09-01T00:00:00Z,,Waking the Moon,Elizabeth Hand,Q7961182,1995,1,0,4,38.0,United States,female,0.7527341121290799,,,
Q601304,1997-03-01T00:00:00Z,,Glimmering,Elizabeth Hand,Q131376802,1998,1,0,6,41.0,United States,female,-0.8703215586717861,,,
Q6055713,2017-11-02T00:00:00Z,,The Wrong Stars,Tim Pratt,Q131382752,2018,1,0,8,42.0,United States,male,0.09414701210622012,,,
Q607588,2014-01-01T00:00:00Z,25696480.0,The Three-Body Problem,Liu Cixin,Q607112,2015,3,1,0,52.0,People's Republic of China,male,0.16941903471521286,,,
Q607588,2015-01-01T00:00:00Z,42713958.0,The Dark Forest,Liu Cixin,Q607276,2016,1,0,2,53.0,People's Republic of China,male,0.15793228461756026,,,
Q607588,2016-09-20T00:00:00Z,18520265.0,Death's End,Liu Cixin,Q607511,2017,1,1,3,54.0,People's Republic of China,male,0.052342376350404146,,,
Q6112002,1984-10-01T00:00:00Z,,The Man Who Melted,Jack Dann,Q122452528,1985,2,0,16,40.0,United States,male,0.627683909830886,,,
Q6130903,2014-01-01T00:00:00Z,,A Darkling Sea,James Cambias,Q131445233,2015,1,0,1,49.0,United States,male,0.16888339938130198,,,
Q6133473,2009-04-01T00:00:00Z,,Blood of Ambrose,James Enge,Q131445234,2010,1,0,0,50.0,,male,0.17210251462148007,,,
Q6142591,2011-06-02T00:00:00Z,13730452.0,Leviathan Wakes,James S. A. Corey,Q6535598,2012,2,0,0,,,,0.07654966426198462,,,
Q6142591,2012-06-07T00:00:00Z,17606541.0,Caliban's War,James S. A. Corey,Q5019811,2013,1,0,2,,,,0.14209555706963367,,,
Q6142591,2013-06-04T00:00:00Z,17606564.0,Abaddon's Gate,James S. A. Corey,Q17000766,2014,1,0,3,,,,-0.2980747325026906,,,
Q6142591,2014-06-05T00:00:00Z,26109318.0,Cibola Burn,James S. A. Corey,Q19610145,2015,1,0,4,,,,0.1648160822689522,,,
Q6142591,2015-06-02T00:00:00Z,42456264.0,Nemesis Games,James S. A. Corey,Q19894682,2016,1,0,5,,,,0.17738471038029782,,,
Q6142591,2016-12-06T00:00:00Z,45754030.0,Babylon's Ashes,James S. A. Corey,Q22074947,2017,1,0,7,,,,-0.22247139760038193,,,
Q6142591,2017-12-05T00:00:00Z,,Persepolis Rising,James S. A. Corey,Q48772056,2018,1,0,9,,,,0.09059857620577362,,,
Q6147750,1999-01-01T00:00:00Z,,Tower of Dreams,Jamil Nasir,Q131380923,2000,1,0,1,45.0,United States,male,0.8663346063795848,,,
Q6147750,2000-03-01T00:00:00Z,,Distance Haze,Jamil Nasir,Q131380959,2001,1,0,2,46.0,United States,male,0.989601947845868,,,
Q6153517,1980-03-27T00:00:00Z,,Dream Dancer,Janet Morris,Q5306348,1982,1,0,1,36.0,United States,female,0.6165224881916186,,,
Q6209124,1988-10-01T00:00:00Z,,The Company Man,Joe Clifford Faust,Q131376352,1989,1,0,1,32.0,United States,male,0.6271537335888363,,,
Q6221049,1983-01-01T00:00:00Z,,The Birth of the People's Republic of Antarctica,John Batchelor,Q131375507,1984,2,0,0,36.0,United States,male,-0.7089745699481117,,,
Q6230938,1990-01-01T00:00:00Z,,Redshift Rendezvous,John E. Stith,Q122452534,1991,2,0,0,44.0,United States,male,0.38854550892890694,,,
Q6303580,1991-01-01T00:00:00Z,,The Ragged World,Judith Moffett,Q131376568,1992,1,0,10,50.0,United States,female,0.74426648768586,,,
Q6357011,2011-01-18T00:00:00Z,,God's War,Kameron Hurley,Q43480368,2012,1,0,1,32.0,United States,female,-0.15720612752969113,,,
Q6357011,2012-10-23T00:00:00Z,,Rapture,Kameron Hurley,Q43480748,2013,1,0,3,33.0,United States,female,0.13144645643546304,,,
Q6357011,2017-02-02T00:00:00Z,,The Stars are Legion,Kameron Hurley,Q55653446,2018,2,0,8,38.0,United States,female,-0.1193007909678707,,,
Q637455,1970-01-01T00:00:00Z,831015.0,The Year of the Quiet Sun,Wilson Tucker,Q3202109,1971,2,0,0,57.0,United States,male,0.43947329367859755,,,
Q6385726,2002-09-01T00:00:00Z,,Solitaire,Kelley Eskridge,Q47004598,2003,1,0,0,43.0,United States,female,0.8804681373608824,,,
Q6409561,2011-08-01T00:00:00Z,,The Courier's New Bicycle,Kim Westwood,Q21160953,2012,1,0,1,,Australia,female,0.20725515796228985,,,
Q64682148,2016-04-01T00:00:00Z,,Azanian Bridges,Nick Wood,Q131445271,2017,1,0,1,56.0,Zambia,male,0.13990712053227922,,,
Q649014,1975-01-01T00:00:00Z,,Orbitsville,Bob Shaw,Q7100118,1976,1,0,3,45.0,United Kingdom,male,-0.4985925610964358,,,
Q649014,1986-07-01T00:00:00Z,839565.0,The Ragged Astronauts,Bob Shaw,Q23712215,1987,2,0,3,56.0,United Kingdom,male,0.30182868380745725,,,
Q6499036,1992-05-01T00:00:00Z,,Glass Houses,Laura J. Mixon,Q131376614,1993,1,0,0,36.0,,female,0.5824231379372766,,,
Q6504358,2015-12-29T00:00:00Z,,Barsk: The Elephants' Graveyard,Lawrence M. Schoen,Q122452559,2016,1,0,4,57.0,United States,male,0.1768137117851928,,,
Q6530,,,Eden,Stanisław Lem,Q1283523,1990,1,0,0,69.0,Ukraine,male,-0.38833320902143686,,,
Q6558240,1994-07-01T00:00:00Z,,Summer of Love,Lisa Mason,Q7637515,1995,1,0,1,42.0,,female,0.7887701217384172,,,
Q6558240,1995-11-01T00:00:00Z,,The Golden Nineties,Lisa Mason,Q131376716,1996,1,0,2,43.0,,female,0.59271881222813,,,
Q659017,2003-05-01T00:00:00Z,,The Light Ages,Ian R. MacLeod,Q12057749,2004,1,0,23,48.0,United Kingdom,male,1.122976037911546,,,
Q659017,2008-07-01T00:00:00Z,,Song of Time,Ian R. MacLeod,Q20181152,2009,1,1,29,53.0,United Kingdom,male,0.16819931531124888,,,
Q659017,2011-09-01T00:00:00Z,,Wake Up and Dream,Ian R. MacLeod,Q7960989,2012,1,0,31,56.0,United Kingdom,male,0.17981639276358383,,,
Q664673,2010-05-25T00:00:00Z,,Zoo City,Lauren Beukes,Q622647,2011,1,0,1,35.0,South Africa,female,0.19473776117175196,,,
Q665768,1988-08-01T00:00:00Z,45511834.0,The Drive-In,Joe R. Lansdale,Q3823380,1989,1,0,0,38.0,United States,male,0.5943460251626175,,,
Q666468,2011-01-01T00:00:00Z,,Osama,Lavie Tidhar,Q55627927,2012,2,0,5,36.0,Israel,male,-0.19279009865041516,,,
Q666468,2016-05-10T00:00:00Z,,Central Station,Lavie Tidhar,Q50809636,2017,2,0,14,41.0,Israel,male,0.13995826519013677,,,
Q6712746,2010-08-31T00:00:00Z,8154069.0,The Native Star,M. K. Hobson,Q7753234,2011,1,0,0,42.0,United States,female,0.19331532447808958,,,
Q6766904,2007-08-01T00:00:00Z,,Till Human Voices Wake Us,Mark Budz,Q131381665,2008,1,0,1,48.0,United States,male,0.28488386427555523,,,
Q6769252,1959-01-01T00:00:00Z,,Brain Twister,Mark Phillips,Q122425717,1960,1,0,0,,,,0.22235697891525102,,,
Q6778397,1982-11-01T00:00:00Z,,Wintermind,Marvin Kaye,Q8026488,1983,1,0,1,45.0,United States,male,0.2720908728550489,,,
Q678778,2008-11-25T00:00:00Z,,The Love We Share Without Knowing,Christopher Barzak,Q122452551,2010,1,0,5,35.0,United States,male,0.1737403753954017,,,
Q682325,1977-01-01T00:00:00Z,,Islands,Marta Randall,Q122452523,1977,1,0,0,29.0,Mexico,female,0.42480127991130395,,,
Q682325,1980-09-01T00:00:00Z,,Dangerous Games,Marta Randall,Q131374938,1981,1,0,4,33.0,Mexico,female,0.8003485012627829,,,
Q682767,1991-12-01T00:00:00Z,,Orbital Resonance,John Barnes,Q7100063,1992,1,0,1,35.0,United States,male,-0.5468831836173319,,,
Q682767,1992-10-01T00:00:00Z,,A Million Open Doors,John Barnes,Q4003931,1993,2,0,3,36.0,United States,male,-0.5739039223632615,,,
Q682767,1994-07-01T00:00:00Z,,Mother of Storms,John Barnes,Q2241505,1995,3,0,5,38.0,United States,male,0.9849483836179462,,,
Q682767,1995-05-01T00:00:00Z,,Kaleidoscope Century,John Barnes,Q15034501,1996,1,0,7,39.0,United States,male,0.5766109588817168,,,
Q682767,1998-04-01T00:00:00Z,2341483.0,Earth Made of Glass,John Barnes,Q5327095,1999,1,0,10,42.0,United States,male,0.7264941618518718,,,
Q682767,1999-03-01T00:00:00Z,,Finity,John Barnes,Q131380924,2000,1,0,11,43.0,United States,male,0.8862031318626565,,,
Q682767,2000-02-01T00:00:00Z,1407083.0,Candle,John Barnes,Q5031940,2001,1,0,12,44.0,United States,male,-1.1407917907651006,,,
Q682767,2001-11-01T00:00:00Z,,The Merchants of Souls,John Barnes,Q7751049,2002,1,0,13,45.0,United States,male,0.8710155888805866,,,
Q682767,2002-08-01T00:00:00Z,,The Sky So Big and Black,John Barnes,Q7764704,2003,1,0,14,46.0,United States,male,-0.8600144217900078,,,
Q682767,2006-04-01T00:00:00Z,,The Armies of Memory,John Barnes,Q7714290,2007,1,0,16,50.0,United States,male,0.1747513730291812,,,
Q682767,2010-04-01T00:00:00Z,,Directive 51,John Barnes,Q5280467,2011,1,0,20,54.0,United States,male,-0.1982344842721764,,,
Q682767,2011-03-01T00:00:00Z,,Daybreak Zero,John Barnes,Q5243102,2012,1,0,21,55.0,United States,male,0.16278789128051913,,,
Q682767,2013-09-03T00:00:00Z,,The Last President,John Barnes,Q28453182,2014,1,0,22,57.0,United States,male,-0.05919824770168522,,,
Q6835620,1993-07-01T00:00:00Z,,Vanishing Point,Michaela Roessner,Q131376636,1994,1,0,2,44.0,United States,female,0.814308945908524,,,
Q6846150,2003-10-01T00:00:00Z,,Star Dragon,Mike Brotherton,Q131445309,2004,1,0,0,36.0,,male,0.9388549609738147,,,
Q6847964,1987-06-01T00:00:00Z,,Memories,Mike McQuay,Q131376241,1988,1,0,0,39.0,United States,male,0.5772536885641042,,,
Q6896580,1997-06-01T00:00:00Z,,The Dazzle of Day,Molly Gloss,Q131376807,1998,1,0,1,54.0,United States,female,0.8650864186111469,,,
Q690338,1985-09-01T00:00:00Z,,The Dream Years,Lisa Goldstein,Q131415839,1986,1,0,1,33.0,United States,female,0.7357876144700906,,,
Q690338,1987-11-01T00:00:00Z,,A Mask for the General,Lisa Goldstein,Q4004282,1988,1,0,4,35.0,United States,female,0.5716020888534687,,,
Q690338,2015-11-03T00:00:00Z,,Weighing Shadows,Lisa Goldstein,Q131382348,2016,1,0,23,63.0,United States,female,0.1725225766941818,,,
Q6984054,1989-07-01T00:00:00Z,,Dawn's Uncertain Light,"Neal Barrett, Jr.",Q131376378,1990,1,0,8,61.0,United States,male,0.40928195826957103,,,
Q7040818,2016-09-06T00:00:00Z,,Everfair,Nisi Shawl,Q122452563,2017,2,0,2,62.0,United States,genderfluid,-0.11922084879522038,,,
Q707796,1974-01-01T00:00:00Z,2226603.0,The Inverted World,Christopher Priest,Q1623320,1975,1,0,0,32.0,United Kingdom,male,-0.44774181541019514,,,
Q707796,1981-05-01T00:00:00Z,3518.0,The Affirmation,Christopher Priest,Q3209114,1982,1,0,9,39.0,United Kingdom,male,0.6369182628435686,,,
Q707796,1995-09-01T00:00:00Z,1688160.0,The Prestige,Christopher Priest,Q944991,1996,0,1,12,53.0,United Kingdom,male,0.5662401635023833,,,
Q707796,1998-08-01T00:00:00Z,,The Extremes,Christopher Priest,Q7732903,2000,1,0,13,57.0,United Kingdom,male,0.9489099426304162,,,
Q707796,2002-08-01T00:00:00Z,1105531.0,The Separation,Christopher Priest,Q3213011,2003,2,0,14,60.0,United Kingdom,male,-0.8366353502921835,,,
Q707796,2005-06-09T00:00:00Z,953611.0,The Glamour,Christopher Priest,Q3223113,1985,1,0,10,42.0,United Kingdom,male,0.6241459526012922,,,
Q707796,2011-09-22T00:00:00Z,,The Islanders,Christopher Priest,Q7742712,2012,1,1,15,69.0,United Kingdom,male,0.1279784877047483,,,
Q707796,2013-06-20T00:00:00Z,,The Adjacent,Christopher Priest,Q131382246,2014,2,0,17,71.0,United Kingdom,male,0.28492221402169243,,,
Q708198,1983-10-01T00:00:00Z,,Broken Symmetries,Paul Preuss,Q97656902,1984,1,0,1,42.0,United States,male,0.3247438784002901,,,
Q708198,1988-02-01T00:00:00Z,,Starfire,Paul Preuss,Q28452520,1989,1,0,2,47.0,United States,male,-0.6021398258655922,,,
Q708198,1997-08-01T00:00:00Z,,Secret Passages,Paul Preuss,Q131376817,1998,2,0,3,56.0,United States,male,0.9906265938005366,,,
Q708581,1965-01-01T00:00:00Z,,The Genocides,Thomas M. Disch,Q3773220,1966,1,0,0,26.0,United States,male,0.2332236966719946,,,
Q708581,1972-01-01T00:00:00Z,,334,Thomas M. Disch,Q4635159,1975,1,0,4,35.0,United States,male,0.6229735606517771,,,
Q708581,1979-06-01T00:00:00Z,,On Wings of Song,Thomas M. Disch,Q3505071,1980,3,1,8,40.0,United States,male,-0.32968871524057125,,,
Q713778,2001-07-19T00:00:00Z,3436605.0,The Eyre Affair,Jasper Fforde,Q1605815,2002,1,0,0,41.0,United Kingdom,male,0.9460117271335792,,,
Q714485,1986-06-01T00:00:00Z,2253019.0,Hardwired,Walter Jon Williams,Q3009663,1987,1,0,1,34.0,United States,male,0.2983532303505525,,,
Q714485,1987-05-01T00:00:00Z,1332683.0,Voice of the Whirlwind,Walter Jon Williams,Q7939592,1988,1,0,3,35.0,United States,male,0.5774186871753301,,,
Q714485,1992-09-01T00:00:00Z,,Aristoi,Walter Jon Williams,Q2861420,1993,1,0,13,40.0,United States,male,0.5426321382226005,,,
Q714485,1995-04-01T00:00:00Z,871394.0,Metropolitan,Walter Jon Williams,Q3391713,1996,2,0,18,43.0,United States,male,0.5305856753812368,,,
Q714485,1997-01-01T00:00:00Z,,City on Fire,Walter Jon Williams,Q3209704,1998,2,0,20,45.0,United States,male,0.9462079454547783,,,
Q714485,2002-10-01T00:00:00Z,,The Praxis,Walter Jon Williams,Q7758016,2003,1,0,31,50.0,United States,male,0.8774513658231909,,,
