author_qid,pubDate,goodreads_id,title,authorLabel,work_qid,year,n_nom,n_win,awards_as_of_year,age,birth_country,gender,topicality,max,count,median
Q234030,1984-10-01T00:00:00Z,,Chanur's Venture,C. J. Cherryh,Q131375943,1985,1,0,24,43.0,United States,female,-0.6275335727605061,,,
Q234030,1985-03-01T00:00:00Z,858417.0,Cuckoo's Egg,C. J. Cherryh,Q3205842,1986,2,0,26,44.0,United States,female,0.717526927787927,,,
Q234030,1985-05-01T00:00:00Z,,The Kif Strike Back,C. J. Cherryh,Q131376008,1986,1,0,26,44.0,United States,female,0.7072026898385422,,,
Q234030,1986-08-01T00:00:00Z,,Chanur's Homecoming,C. J. Cherryh,Q131376192,1987,1,0,31,45.0,United States,female,0.2632100771999853,,,
Q234030,1988-05-01T00:00:00Z,,Cyteen,C. J. Cherryh,Q356107,1989,0,2,32,47.0,United States,female,0.6013106710089997,,,
Q234030,1989-06-01T00:00:00Z,,Rimrunners,C. J. Cherryh,Q7334502,1990,1,0,34,48.0,United States,female,0.37686907834622135,,,
Q234030,1991-06-01T00:00:00Z,,Heavy Time,C. J. Cherryh,Q125817635,1992,1,0,36,50.0,United States,female,0.6927212215797063,,,
Q234030,1992-06-01T00:00:00Z,,Hellburner,C. J. Cherryh,Q131376612,1993,1,0,37,51.0,United States,female,0.658982734893391,,,
Q234030,1992-08-01T00:00:00Z,,Chanur's legacy,C. J. Cherryh,Q125817634,1993,1,0,37,51.0,United States,female,0.5328303512700783,,,
Q234030,1994-02-01T00:00:00Z,,Foreigner,C. J. Cherryh,Q27763467,1995,1,0,40,53.0,United States,female,-0.6513112037431117,,,
Q234030,1994-09-01T00:00:00Z,,Tripoint,C. J. Cherryh,Q7843661,1995,1,0,40,53.0,United States,female,-1.091025750561763,,,
Q234030,1995-05-01T00:00:00Z,,Invader,C. J. Cherryh,Q27765618,1996,1,0,42,54.0,United States,female,0.5749549986249806,,,
Q234030,1996-04-01T00:00:00Z,,Inheritor,C. J. Cherryh,Q27791748,1997,1,0,44,55.0,United States,female,0.6349958837346873,,,
Q234030,1997-08-01T00:00:00Z,,Finity's End,C. J. Cherryh,Q5450418,1998,1,0,45,56.0,United States,female,0.929172994785382,,,
Q234030,1999-11-01T00:00:00Z,,Precursor,C. J. Cherryh,Q27796013,2000,1,0,47,58.0,United States,female,0.8637992466733183,,,
Q234030,2001-11-01T00:00:00Z,,Defender,C. J. Cherryh,Q27825200,2002,1,0,50,60.0,United States,female,0.8761785841965716,,,
Q234030,2012-03-01T00:00:00Z,,Intruder,C. J. Cherryh,Q27887635,2013,1,0,51,71.0,United States,female,0.13834111231996854,,,
Q234030,2013-04-01T00:00:00Z,,Protector,C. J. Cherryh,Q27891159,2014,1,0,52,72.0,United States,female,0.2942009979534329,,,
Q234030,2015-04-01T00:00:00Z,,Tracker,C. J. Cherryh,Q27892869,2016,1,0,53,74.0,United States,female,-0.17363712122003394,,,
Q234030,2016-04-01T00:00:00Z,,Visitor,C. J. Cherryh,Q27897598,2017,1,0,54,75.0,United States,female,0.1313354066978725,,,
Q234403,1992-06-01T00:00:00Z,,Alien Earth,Robin Hobb,Q17173494,1993,1,0,12,41.0,United States,female,0.5560257632586758,,,
Q234700,1987-05-01T00:00:00Z,,Lincoln's Dreams,Connie Willis,Q6550348,1988,0,1,15,43.0,United States,female,0.5847238848079253,,,
Q234700,1992-07-01T00:00:00Z,2439628.0,Doomsday Book,Connie Willis,Q2603313,1993,0,3,35,48.0,United States,female,0.6285027836034479,,,
Q234700,1994-12-01T00:00:00Z,1252560.0,Remake,Connie Willis,Q3424461,1996,1,0,39,51.0,United States,female,0.6091878457921918,,,
Q234700,1996-04-01T00:00:00Z,,Bellwether,Connie Willis,Q2891748,1998,1,0,42,53.0,United States,female,0.9598314042503658,,,
Q234700,1998-01-01T00:00:00Z,696.0,To Say Nothing of the Dog,Connie Willis,Q2719299,1999,1,2,43,54.0,United States,female,0.7924209869751075,,,
Q234700,2001-04-01T00:00:00Z,,Passage,Connie Willis,Q3367818,2002,3,1,45,57.0,United States,female,0.9032594088635159,,,
Q234700,2010-01-01T00:00:00Z,9735628.0,All Clear,Connie Willis,Q11681262,2011,1,3,55,66.0,United States,female,0.19503470327938496,,,
Q234700,2010-01-28T00:00:00Z,6697901.0,Blackout,Connie Willis,Q18366291,2011,1,3,55,66.0,United States,female,0.19833992981216492,,,
Q234928,1985-02-01T00:00:00Z,,Brightness Falls from the Air,Alice Bradley Sheldon,Q29468815,1986,1,0,28,71.0,United States,female,-0.7299779147511973,,,
Q235899,1963-01-01T00:00:00Z,1171819.0,Witch World,Andre Norton,Q3202276,1964,1,0,0,52.0,United States,female,0.4053967691363387,,,
Q23663952,2015-09-01T00:00:00Z,,Updraft,Fran Wilde,Q122452561,2016,1,0,0,44.0,United States,female,0.16973028731965306,,,
Q238438,1988-01-01T00:00:00Z,,An Alien Light,Nancy Kress,Q131376346,1989,1,0,8,41.0,United States,female,0.6091229700418774,,,
Q238438,1993-04-01T00:00:00Z,,Beggars in Spain,Nancy Kress,Q850150,1994,4,0,22,46.0,United States,female,0.8341583978528428,,,
Q238438,1994-10-01T00:00:00Z,66235.0,Beggars and Choosers,Nancy Kress,Q4880455,1995,3,0,29,47.0,United States,female,0.7493687750923784,,,
Q238438,1996-01-01T00:00:00Z,,Oaths and Miracles,Nancy Kress,Q131376751,1997,1,0,37,49.0,United States,female,-0.6577568158272425,,,
Q238438,1996-11-01T00:00:00Z,,Beggars Ride,Nancy Kress,Q4880453,1997,1,0,37,49.0,United States,female,0.6368918694055091,,,
Q238438,1998-01-01T00:00:00Z,,Maximum Light,Nancy Kress,Q131380867,1999,1,0,41,51.0,United States,female,-0.6044783703934693,,,
Q238438,2000-07-01T00:00:00Z,,Probability Moon,Nancy Kress,Q7246869,2001,1,0,45,53.0,United States,female,-1.1418236862562645,,,
Q238438,2001-07-01T00:00:00Z,1824505.0,Probability Sun,Nancy Kress,Q7246870,2002,2,0,49,54.0,United States,female,-0.8965917574124355,,,
Q238438,2002-09-01T00:00:00Z,,Probability Space,Nancy Kress,Q3908940,2003,1,1,52,55.0,United States,female,-0.8771834091426558,,,
Q238438,2003-09-01T00:00:00Z,,Nothing Human,Nancy Kress,Q131381533,2004,1,0,54,56.0,United States,female,1.0608828384451567,,,
Q238438,2004-08-01T00:00:00Z,,Crucible,Nancy Kress,Q131381570,2005,1,0,56,57.0,United States,female,-0.6692634435172199,,,
Q238438,2009-02-01T00:00:00Z,,Steal Across the Sky,Nancy Kress,Q131382108,2010,2,0,69,62.0,United States,female,0.16340436025671343,,,
Q238438,2017-07-11T00:00:00Z,,Tomorrow's Kin,Nancy Kress,Q131382745,2018,1,0,79,70.0,United States,female,0.09964120511342235,,,
Q238702,1982-02-25T00:00:00Z,,Helliconia Spring,Brian Aldiss,Q4355719,1983,2,1,6,58.0,United Kingdom,male,-0.4496273692563501,,,
Q238702,1983-11-17T00:00:00Z,,Helliconia Summer,Brian Aldiss,Q12729921,1984,1,0,10,59.0,United Kingdom,male,-0.7013978285272993,,,
Q238702,1985-01-01T00:00:00Z,,Helliconia Winter,Brian Aldiss,Q16651119,1986,2,0,12,61.0,United Kingdom,male,-0.6748240360074986,,,
Q238702,2007-03-01T00:00:00Z,,HARM,Brian Aldiss,Q131381657,2008,2,0,22,83.0,United Kingdom,male,0.3008458328202471,,,
Q238702,2012-12-01T00:00:00Z,,Finches of Mars,Brian Aldiss,Q131382252,2014,1,0,23,89.0,United Kingdom,male,0.29577833349632005,,,
Q2394387,1988-10-01T00:00:00Z,,"Sister Light, Sister Dark",Jane Yolen,Q122452533,1990,1,0,4,51.0,United States,female,0.34142518439926317,,,
Q2394387,1989-09-01T00:00:00Z,,White Jenna,Jane Yolen,Q122452535,1991,1,0,6,52.0,United States,female,0.41697980790763317,,,
Q2394387,1992-01-01T00:00:00Z,,Briar Rose,Jane Yolen,Q4965778,1993,2,0,7,54.0,United States,female,-0.5669299089322559,,,
Q239739,1980-07-01T00:00:00Z,1330000.0,Wild Seed,Octavia E. Butler,Q8000801,1981,1,0,1,34.0,United States,female,0.7361616797650775,,,
Q239739,1984-03-01T00:00:00Z,,Clay's Ark,Octavia E. Butler,Q23307323,1985,1,0,3,38.0,United States,female,0.624817555648119,,,
Q239739,1987-05-01T00:00:00Z,,Dawn,Octavia E. Butler,Q9321397,1988,1,0,5,41.0,United States,female,0.5966533186658444,,,
Q239739,1988-06-01T00:00:00Z,,Adulthood Rites,Octavia E. Butler,Q11889107,1989,1,0,8,42.0,United States,female,0.607561057532603,,,
Q239739,1989-05-01T00:00:00Z,,Imago,Octavia E. Butler,Q11864746,1990,1,0,9,43.0,United States,female,0.38214332363414616,,,
Q239739,1993-10-01T00:00:00Z,59258.0,Parable of the Sower,Octavia E. Butler,Q3823447,1995,2,0,10,48.0,United States,female,0.7399116043537916,,,
Q239739,1998-11-01T00:00:00Z,249012.0,Parable of the Talents,Octavia E. Butler,Q3211325,1999,1,1,13,52.0,United States,female,0.30231363399852357,,,
Q240253,,,Venus Plus X,Theodore Sturgeon,Q429159,1961,1,0,3,43.0,United States,male,0.3451743324358834,,,
Q240786,1990-01-01T00:00:00Z,,The Divide,Robert Charles Wilson,Q131376451,1991,1,0,3,38.0,United States,male,0.447056547293631,,,
Q240786,1994-04-01T00:00:00Z,,Mysterium,Robert Charles Wilson,Q19947586,1995,1,0,4,42.0,United States,male,-0.8052500216527001,,,
Q240786,1998-06-01T00:00:00Z,,Darwinia,Robert Charles Wilson,Q3016630,1999,2,0,6,46.0,United States,male,0.7845717412878962,,,
Q240786,1999-11-01T00:00:00Z,1656512.0,Bios,Robert Charles Wilson,Q803910,2000,1,0,10,47.0,United States,male,-1.0106742153909982,,,
Q240786,2001-08-01T00:00:00Z,,The Chronoliths,Robert Charles Wilson,Q1099716,2002,2,1,12,49.0,United States,male,0.8700515789828548,,,
Q240786,2003-08-02T00:00:00Z,,Blind Lake,Robert Charles Wilson,Q2906615,2004,2,0,14,51.0,United States,male,1.090238335260145,,,
Q240786,2005-04-01T00:00:00Z,,Spin,Robert Charles Wilson,Q2301398,2006,2,1,16,53.0,United States,male,1.2067255460997375,,,
Q240786,2007-09-01T00:00:00Z,,Axis,Robert Charles Wilson,Q1078499,2008,2,0,21,55.0,United States,male,-0.31023856740483324,,,
Q240786,2009-06-23T00:00:00Z,,Julian Comstock: A Story of 22nd-Century America,Robert Charles Wilson,Q15731773,2010,3,0,22,57.0,United States,male,-0.17258883096196873,,,
Q240786,2011-07-01T00:00:00Z,,Vortex,Robert Charles Wilson,Q3563140,2012,1,0,26,59.0,United States,male,0.16461739011982174,,,
Q240786,2013-11-05T00:00:00Z,,Burning Paradise,Robert Charles Wilson,Q131382270,2014,1,0,28,61.0,United States,male,0.2643579038789774,,,
Q240786,2016-12-06T00:00:00Z,,Last Year,Robert Charles Wilson,Q131382377,2017,1,0,29,64.0,United States,male,0.13696963945927187,,,
Q242162,1975-09-01T00:00:00Z,,The Exile Waiting,Vonda N. McIntyre,Q122452522,1976,1,0,6,28.0,United States,female,-1.1692771763319314,,,
Q242162,1978-03-01T00:00:00Z,,Dreamsnake,Vonda N. McIntyre,Q598315,1979,0,2,12,31.0,United States,female,0.7942934460831337,,,
Q242162,1983-09-01T00:00:00Z,,Superluminal,Vonda N. McIntyre,Q97279628,1984,1,0,14,36.0,United States,female,-0.7158062369593788,,,
Q242162,1997-09-01T00:00:00Z,,The Moon and the Sun,Vonda N. McIntyre,Q3210153,1998,0,1,19,50.0,United States,female,0.946944887944837,,,
Q242643,2006-01-03T00:00:00Z,726205.0,His Majesty's Dragon,Naomi Novik,Q2335394,2007,1,0,0,34.0,United States,female,0.18604983901997246,,,
Q242643,2015-05-19T00:00:00Z,41876730.0,Uprooted,Naomi Novik,Q20992497,2016,2,1,5,43.0,United States,female,0.18489482526732667,,,
Q2427544,2010-01-05T00:00:00Z,6626657.0,The Hundred Thousand Kingdoms,N. K. Jemisin,Q3231338,2011,3,0,3,39.0,United States,female,0.19405149434851682,,,
Q2427544,2011-10-06T00:00:00Z,,The Kingdom of Gods,N. K. Jemisin,Q21953042,2012,1,0,5,40.0,United States,female,0.18231466328051862,,,
Q2427544,2012-05-01T00:00:00Z,,The Killing Moon,N. K. Jemisin,Q7744372,2013,2,0,7,41.0,United States,female,0.12840899810458753,,,
Q2427544,2015-08-04T00:00:00Z,26115977.0,The Fifth Season,N. K. Jemisin,Q25217632,2016,2,1,11,44.0,United States,female,0.22185555183250352,,,
Q2427544,2016-08-16T00:00:00Z,46213537.0,The Obelisk Gate,N. K. Jemisin,Q30337352,2017,2,1,13,45.0,United States,female,-0.1149205270364079,,,
Q2427544,2017-08-15T00:00:00Z,,The Stone Sky,N. K. Jemisin,Q39058554,2018,0,2,18,46.0,United States,female,0.18878134578885442,,,
Q243027,1996-05-01T00:00:00Z,,Remnant Population,Elizabeth Moon,Q3212608,1997,2,0,2,52.0,United States,female,0.6359881462681767,,,
Q243027,1997-01-01T00:00:00Z,,Once a Hero,Elizabeth Moon,Q7091899,1998,1,0,4,53.0,United States,female,1.08147625910031,,,
Q243027,2002-11-01T00:00:00Z,1128271.0,The Speed of Dark,Elizabeth Moon,Q3120527,2004,1,1,5,59.0,United States,female,1.0989808523477014,,,
Q248867,1958-01-01T00:00:00Z,743090.0,A Case of Conscience,James Blish,Q586831,1959,0,1,1,38.0,United States,male,0.22842264365543613,,,
Q248867,1968-01-01T00:00:00Z,1468042.0,Black Easter,James Blish,Q4920715,1969,1,0,1,48.0,United States,male,1.5073319784497365,,,
Q2495863,2002-06-01T00:00:00Z,,The Portrait of Mrs. Charbuque,Jeffrey Ford,Q131414106,2003,1,0,6,48.0,United States,male,0.8840410242700941,,,
Q2495863,2008-03-01T00:00:00Z,,The Shadow Year,Jeffrey Ford,Q21520132,2009,0,1,35,54.0,United States,male,0.1453735300339276,,,
Q2495863,,,The Girl in the Glass,Jeffrey Ford,Q3208861,2007,1,0,24,52.0,United States,male,0.18025840419925573,,,
Q2521946,1988-01-01T00:00:00Z,,Neon Lotus,Marc Laidlaw,Q131376305,1989,1,0,1,29.0,United States,male,0.6221199333785524,,,
Q2521946,1996-02-01T00:00:00Z,,The 37th Mandala,Marc Laidlaw,Q7711877,1997,1,0,4,37.0,United States,male,0.6412714513441549,,,
Q25298820,2016-10-18T00:00:00Z,,A Closed and Common Orbit,Becky Chambers,Q43625060,2017,2,0,2,32.0,United States,female,-0.12806692337672795,,,
Q254635,2002-02-28T00:00:00Z,2095852.0,Altered Carbon,Richard K. Morgan,Q1170644,2003,0,1,0,38.0,United Kingdom,male,0.8729993689688137,,,
Q254635,2007-05-17T00:00:00Z,1383372.0,Black Man,Richard K. Morgan,Q2905406,2008,1,0,2,43.0,United Kingdom,male,0.2883096541368237,,,
Q256959,1984-05-01T00:00:00Z,,Green Eyes,Lucius Shepard,Q3880662,1985,2,0,4,42.0,United States,male,0.6234247375528653,,,
Q256959,1987-10-01T00:00:00Z,693580.0,Life During Wartime,Lucius Shepard,Q6544767,1988,1,0,24,45.0,United States,male,0.5503499137699978,,,
Q2577687,1990-07-01T00:00:00Z,,In the Country of the Blind,Michael F. Flynn,Q21523559,1991,1,0,7,44.0,United States,male,0.4915442443743549,,,
Q2577687,2006-10-17T00:00:00Z,,Eifelheim,Michael F. Flynn,Q5348867,2007,2,0,16,60.0,United States,male,0.1849932358972574,,,
Q2577687,2008-09-30T00:00:00Z,,The January Dancer,Michael F. Flynn,Q131382101,2009,1,0,21,62.0,United States,male,0.15803790738161913,,,
Q2594458,1981-03-01T00:00:00Z,,Dream Park,Steven Barnes,Q5306426,1982,1,0,2,30.0,United States,male,-0.6221754742793887,,,
Q2594458,1982-09-01T00:00:00Z,,The Descent of Anansi,Steven Barnes,Q7729791,1983,1,0,3,31.0,United States,male,0.42570187893544864,,,
Q2594458,1987-05-01T00:00:00Z,964795.0,The Legacy of Heorot,Steven Barnes,Q589959,1988,1,0,4,36.0,United States,male,0.5782374268755478,,,
Q2594458,2002-01-01T00:00:00Z,,Lion's Blood,Steven Barnes,Q6555310,2003,2,0,5,51.0,United States,male,0.8867497851572851,,,
Q2598859,1987-06-01T00:00:00Z,2947187.0,Swan Song,Robert R. McCammon,Q4359794,1988,1,0,0,36.0,United States,male,0.5843917058326917,,,
Q2598859,1991-08-01T00:00:00Z,16685995.0,Boy's Life,Robert R. McCammon,Q4180242,1992,0,1,3,40.0,United States,male,0.7145374121859805,,,
Q259888,2004-12-01T00:00:00Z,,The Life of the World to Come,Kage Baker,Q7747225,2005,1,0,16,53.0,United States,female,0.7686199858739796,,,
Q259888,2007-07-01T00:00:00Z,262218.0,The Sons of Heaven,Kage Baker,Q7765299,2008,1,0,23,56.0,United States,female,0.2997841429454584,,,
Q259888,2008-12-01T00:00:00Z,,The Empress of Mars,Kage Baker,Q130745483,2010,1,0,27,58.0,United States,female,0.1805364071404223,,,
Q260054,1997-01-01T00:00:00Z,,The Last Hawk,Catherine Asaro,Q7745810,1999,1,0,2,44.0,United States,female,-0.7838331717608602,,,
Q260054,2000-01-01T00:00:00Z,,The Quantum Rose,Catherine Asaro,Q3412968,2002,0,1,7,47.0,United States,female,0.8831632858882561,,,
Q260560,1965-01-01T00:00:00Z,,The Clone,Kate Wilhelm,Q3701169,1966,1,0,0,38.0,United States,female,-0.06995322209637207,,,
Q260560,1971-01-01T00:00:00Z,,Margaret and I,Kate Wilhelm,Q122452515,1972,1,0,2,44.0,United States,female,0.6652029398429111,,,
Q260560,1976-01-01T00:00:00Z,,Where Late the Sweet Birds Sang,Kate Wilhelm,Q3135306,1977,2,1,10,49.0,United States,female,0.6429683898368594,,,
Q260560,1979-06-01T00:00:00Z,,Juniper Time,Kate Wilhelm,Q3227589,1980,2,0,12,52.0,United States,female,-0.31770347804117466,,,
Q260560,1983-09-01T00:00:00Z,,"Welcome, Chaos",Kate Wilhelm,Q104856775,1984,1,0,21,56.0,United States,female,0.8572171997781722,,,
Q260560,1988-03-01T00:00:00Z,,Crazy Time,Kate Wilhelm,Q131376341,1989,1,0,29,61.0,United States,female,0.5431930381381035,,,
Q260560,1991-06-01T00:00:00Z,,Death Qualified: A Mystery of Chaos,Kate Wilhelm,Q45918457,1992,1,0,32,64.0,United States,female,0.7231534016492405,,,
Q26116,2009-09-01T00:00:00Z,6791425.0,The Windup Girl,Paolo Bacigalupi,Q92630,2010,1,3,15,38.0,United States,male,0.16910202878275196,,,
Q26116,2015-05-01T00:00:00Z,25129883.0,The Water Knife,Paolo Bacigalupi,Q20720831,2016,2,0,18,44.0,United States,male,0.20189641034539296,16.0,1.0,16.0
Q261962,1975-06-01T00:00:00Z,,The Birthgrave,Tanith Lee,Q13725678,1976,1,0,0,29.0,United Kingdom,female,0.5818197504568058,,,
Q2631376,2000-05-01T00:00:00Z,,The Fountains of Youth,Brian Stableford,Q131381154,2001,1,0,26,53.0,United Kingdom,male,1.1968878887264982,,,
Q2631376,2001-03-01T00:00:00Z,,The Cassandra Complex,Brian Stableford,Q131381229,2002,1,0,31,54.0,United Kingdom,male,0.8826414515857919,,,
Q2631376,2002-12-01T00:00:00Z,,The Omega Expedition,Brian Stableford,Q131381267,2003,1,0,33,55.0,United Kingdom,male,0.8978291852293419,,,
Q265270,1968-01-01T00:00:00Z,,Picnic on Paradise,Joanna Russ,Q21013594,1969,1,0,0,32.0,United States,female,0.496382806305142,,,
Q265270,1970-01-01T00:00:00Z,680684.0,And Chaos Died,Joanna Russ,Q4753290,1971,1,0,1,34.0,United States,female,0.45268667809052227,,,
Q265270,1975-02-01T00:00:00Z,,The Female Man,Joanna Russ,Q3202654,1976,1,0,8,39.0,United States,female,-0.5429329849167343,,,
Q266947,1991-02-01T00:00:00Z,,Synners,Pat Cadigan,Q41077597,1992,2,0,17,39.0,United States,female,0.7282134367790702,,,
Q266947,2000-10-01T00:00:00Z,,Dervish Is Digital,Pat Cadigan,Q131381230,2002,1,0,29,49.0,United States,female,0.14246245077112388,,,
Q268371,1980-04-01T00:00:00Z,,The Snow Queen,Joan D. Vinge,Q782075,1981,1,2,13,33.0,United States,female,-0.7389944861595041,,,
Q268371,1984-02-01T00:00:00Z,,World's End,Joan D. Vinge,Q3072613,1985,1,0,14,37.0,United States,female,0.6336062288205472,,,
Q268371,1988-09-01T00:00:00Z,,Catspaw,Joan D. Vinge,Q16566978,1989,1,0,15,41.0,United States,female,0.5491070522451051,,,
Q268371,1991-11-01T00:00:00Z,,The Summer Queen,Joan D. Vinge,Q3212198,1992,2,0,16,44.0,United States,female,0.7065334097139302,,,
Q268755,1974-08-01T00:00:00Z,2934.0,The Forgotten Beasts of Eld,Patricia A. McKillip,Q7734828,1975,0,1,0,27.0,United States,female,0.58911187299554,,,
Q268755,1979-04-01T00:00:00Z,,Harpist in the Wind,Patricia A. McKillip,Q5663569,1980,2,0,2,32.0,United States,female,0.34626689050461296,,,
Q268755,1987-04-01T00:00:00Z,,Fool's Run,Patricia A. McKillip,Q4015958,1988,1,0,4,40.0,United States,female,0.5790722608315246,,,
Q268755,1996-07-01T00:00:00Z,,Winter Rose,Patricia A. McKillip,Q4020470,1997,1,0,9,49.0,United States,female,0.6526704852797753,,,
Q268755,2000-05-01T00:00:00Z,,The Tower at Stony Wood,Patricia A. McKillip,Q277911,2002,1,0,13,54.0,United States,female,0.8722012717488206,,,
Q268755,2002-01-08T00:00:00Z,,Ombria in Shadow,Patricia A. McKillip,Q5488966,2003,0,1,14,55.0,United States,female,-0.8971140561142487,,,
Q268755,2005-06-07T00:00:00Z,,Od Magic,Patricia A. McKillip,Q7077188,2006,1,0,19,58.0,United States,female,1.3633664965446861,,,
Q270204,2000-03-01T00:00:00Z,,Midnight Robber,Nalo Hopkinson,Q15035019,2001,3,0,2,41.0,Jamaica,female,1.0892730276254143,,,
Q270204,2003-11-01T00:00:00Z,,The Salt Roads,Nalo Hopkinson,Q7762126,2004,1,0,6,44.0,Jamaica,female,-1.0319829546750547,,,
Q270204,2007-02-01T00:00:00Z,,The New Moon's Arms,Nalo Hopkinson,Q122452549,2008,2,0,8,48.0,Jamaica,female,0.31488711675670394,,,
Q271973,1986-11-01T00:00:00Z,,The Falling Woman,Pat Murphy,Q2749482,1988,0,1,2,33.0,United States,female,0.5727292972327688,,,
Q271973,1989-03-01T00:00:00Z,,"The City, Not Long After",Pat Murphy,Q23016715,1990,1,0,4,35.0,United States,female,0.38196573968428754,,,
Q272610,2006-03-28T00:00:00Z,3355573.0,The Road,Cormac McCarthy,Q1140295,2007,1,0,0,74.0,United States,male,0.17352745407587003,15.0,5.0,7.0
Q272855,2005-04-01T00:00:00Z,1499998.0,Never Let Me Go,Kazuo Ishiguro,Q951587,2006,1,0,0,52.0,Japan,male,1.3153217731663207,,,
Q272855,2015-03-03T00:00:00Z,41115424.0,The Buried Giant,Kazuo Ishiguro,Q19363462,2016,1,0,1,62.0,Japan,male,0.17694167794966822,16.0,6.0,6.5
Q2741191,1981-05-01T00:00:00Z,,Twelve Fair Kingdoms,Suzette Haden Elgin,Q131374998,1982,1,0,1,46.0,United States,female,-0.6243454622505772,,,
Q2741191,1984-08-01T00:00:00Z,2866090.0,Native Tongue,Suzette Haden Elgin,Q6980071,1985,1,0,2,49.0,United States,female,-0.6087056259792879,,,
Q274296,1992-06-01T00:00:00Z,,Jaran,Kate Elliott,Q131376610,1993,1,0,0,35.0,United States,female,0.5753012245205342,,,
Q274296,1996-09-01T00:00:00Z,16050.0,The Golden Key,Kate Elliott,Q7737067,1997,1,0,1,39.0,United States,female,-0.572638219613625,,,
Q274296,1997-02-01T00:00:00Z,,King's Dragon,Kate Elliott,Q122452543,1998,1,0,2,40.0,United States,female,0.9652138304887331,,,
Q2746094,,,Birdbrain,Johanna Sinisalo,Q3349959,2011,1,0,0,53.0,Finland,female,0.1949852968951289,,,
Q2746094,,,The Blood of Angels,Johanna Sinisalo,Q11857948,2015,1,0,1,57.0,Finland,female,0.16866580612250281,,,
Q2746094,,,The Core of the Sun,Johanna Sinisalo,Q55635138,2017,1,0,3,59.0,Finland,female,-0.13120576777500675,,,
Q274941,1983-05-01T00:00:00Z,,Tea with the Black Dragon,R. A. MacAvoy,Q7691141,1984,3,0,0,35.0,United States,female,0.7157339276540768,,,
Q274941,1989-02-01T00:00:00Z,,The Third Eagle,R. A. MacAvoy,Q131376356,1990,1,0,9,41.0,United States,female,0.38263352811493073,,,
Q275172,1979-02-01T00:00:00Z,,The Palace,Chelsea Quinn Yarbro,Q131413631,1980,1,0,2,38.0,United States,female,0.34833646661245715,,,
Q275172,1980-04-01T00:00:00Z,,Ariosto,Chelsea Quinn Yarbro,Q85742917,1981,1,0,3,39.0,United States,female,-0.7432178376755304,,,
Q277308,2005-01-01T00:00:00Z,50700.0,Old Man's War,John Scalzi,Q1339232,2006,2,0,0,37.0,United States,male,1.343698832853317,,,
Q277308,2006-03-01T00:00:00Z,18279845.0,The Ghost Brigades,John Scalzi,Q7736268,2007,1,0,3,38.0,United States,male,0.16015156366482067,,,
Q277308,2006-10-01T00:00:00Z,18280036.0,The Android's Dream,John Scalzi,Q7713709,2007,1,0,3,38.0,United States,male,0.16890725050477157,,,
Q277308,2007-04-17T00:00:00Z,18279847.0,The Last Colony,John Scalzi,Q7745634,2008,2,0,5,39.0,United States,male,0.23232815825800834,,,
Q277308,2008-08-19T00:00:00Z,18280032.0,Zoe's Tale,John Scalzi,Q8073247,2009,1,0,7,40.0,United States,male,-0.212252777631167,,,
Q277308,2012-06-05T00:00:00Z,18130445.0,Redshirts,John Scalzi,Q7306263,2013,0,2,12,44.0,United States,male,-0.1361406539688402,15.0,1.0,15.0
Q277308,2014-08-26T00:00:00Z,26115712.0,Lock In,John Scalzi,Q18151875,2015,2,0,12,46.0,United States,male,-0.17378440069620127,,,
Q277308,2017-03-21T00:00:00Z,,The Collapsing Empire,John Scalzi,Q29344605,2018,1,1,15,49.0,United States,male,0.0738750468870916,,,
Q277308,,,The End of All Things,John Scalzi,Q20058615,2016,1,0,13,47.0,United States,male,0.17955477016531052,,,
Q278510,1981-07-01T00:00:00Z,,Radix,A. A. Attanasio,Q3417058,1982,2,0,0,31.0,United States,male,-0.5679500427141904,,,
Q278510,1994-05-01T00:00:00Z,,Solis,A. A. Attanasio,Q131376687,1995,1,0,5,44.0,United States,male,0.7540882082912123,,,
Q28055399,2017-09-19T00:00:00Z,,Null States,Malka Older,Q131382748,2018,1,0,1,41.0,,female,0.08968368636533658,,,
Q28075806,2016-03-01T00:00:00Z,25692886.0,Borderline,Mishell Baker,Q122452562,2017,2,0,1,41.0,,female,-0.1272169568844692,,,
Q28119996,2014-01-27T00:00:00Z,,Europe in Autumn,Dave Hutchinson,Q131382277,2015,2,0,1,55.0,United Kingdom,male,0.1700643072325643,,,
Q28119996,2015-11-05T00:00:00Z,,Europe at Midnight,Dave Hutchinson,Q131382350,2016,2,0,3,56.0,United Kingdom,male,0.19135331855103,,,
Q28119996,2016-11-03T00:00:00Z,51933349.0,Europe in Winter,Dave Hutchinson,Q41094135,2017,1,0,4,57.0,United Kingdom,male,0.15242155347890757,,,
Q2841857,1997-06-01T00:00:00Z,,Einstein's Bridge,John G. Cramer,Q5349776,1998,1,0,1,64.0,United States,male,-0.567918746844521,,,
Q285007,1993-11-01T00:00:00Z,,The Innkeeper's Song,Peter S. Beagle,Q25967359,1994,1,0,1,55.0,United States,male,0.8717336157958587,,,
Q285007,1999-10-01T00:00:00Z,,Tamsin,Peter S. Beagle,Q860034,2000,1,0,4,61.0,United States,male,0.8346699826240058,,,
Q28606000,2013-06-25T00:00:00Z,,iD,Madeline Ashby,Q131382242,2014,1,0,1,31.0,United States,female,0.29421799603202725,,,
