isbn,work_qid
0553378082,Q7820291
9780765378002,Q29649659
9780684105444,Q1645333
0684105446,Q1645333
9780575074309,Q7833847
0575074302,Q7833847
0316731072,Q3997517
9780316731089,Q3997517
9780316731072,Q3997517
9780356517926,Q120482895
9780446517805,Q7843661
0446517801,Q7843661
9780819562982,Q7844314
9780879975401,Q3224088
0879975407,Q3224088
9781439148501,Q435722
1439148503,Q435722
9780743444972,Q3235720
0743444973,Q3235720
0345325850,Q3235720
9780345325853,Q3235720
9780804179034,Q20992497
0804179034,Q20992497
0330444336,Q7919226
1405052082,Q7919226
9780330444330,Q7919226
9781405052085,Q7919226
9780670840816,Q897105
9780140157727,Q897105
0553074997,Q897105
0670840815,Q897105
0140157727,Q897105
9780765363206,Q3563140
9780765323422,Q3563140
1848631944,Q7960989
9781848631946,Q7960989
9780399182112,Q96650197
0575082046,Q7978347
9780575082045,Q7978347
9780553050653,Q3497225
0553050656,Q3497225
0060146540,Q3135306
9780060146542,Q3135306
0385151608,Q8000801
9780385151603,Q8000801
0441003346,Q4020470
9780441003341,Q4020470
9781250826794,Q124435017
9780839823551,Q3202276
083982355X,Q3202276
9780399124723,Q3491166
0399124721,Q3491166
0312850565,Q2915294
9780312850562,Q2915294
9780575083585,Q80594518
9781250269300,Q109591793
0575086181,Q8069036
0575086173,Q8069036
1597801747,Q8069036
9780575086180,Q8069036
9780575086173,Q8069036
9781597801744,Q8069036
9780765316981,Q8073247
0307455173,Q17066538
9780307455178,Q17066538
9781770098183,Q622647
