author_qid,authorLabel,year,awards_as_of_year
Q60215853,Caroline M. Yoachim,2018,6
Q60215853,Caroline M. Yoachim,2019,7
Q60215853,Caroline M. Yoachim,2020,11
Q60215853,Caroline M. Yoachim,2021,12
Q60215853,Caroline M. Yoachim,2022,15
Q60215853,Caroline M. Yoachim,2025,16
Q5045228,Caroline Stevermer,1995,1
Q131438527,Carolyn Cushman,1995,1
Q21066566,Carolyn Ives Gilman,1998,1
Q21066566,Carolyn Ives Gilman,1999,2
Q21066566,Carolyn Ives Gilman,2007,3
Q21066566,Carolyn Ives Gilman,2009,5
Q21066566,Carolyn Ives Gilman,2010,6
Q21066566,Carolyn Ives Gilman,2011,7
Q21066566,Carolyn Ives Gilman,2012,10
Q21066566,Carolyn Ives Gilman,2016,11
Q21066566,Carolyn Ives Gilman,2017,14
Q21066566,Carolyn Ives Gilman,2019,16
Q21066566,Carolyn Ives Gilman,2024,17
Q69685983,Carrie Richerson,1995,1
Q541088,Carrie Vaughn,2011,1
Q541088,Carrie Vaughn,2013,2
Q541088,Carrie Vaughn,2016,3
Q541088,Carrie Vaughn,2017,6
Q541088,Carrie Vaughn,2018,8
Q541088,Carrie Vaughn,2019,10
Q5047212,Carter Scholz,1977,1
Q5047212,Carter Scholz,1978,3
Q5047212,Carter Scholz,1982,4
Q5047212,Carter Scholz,1985,5
Q5047212,Carter Scholz,1989,6
Q5047212,Carter Scholz,2016,8
Q235364,Cassandra Clare,2008,1
Q235364,Cassandra Clare,2011,2
Q56558069,Cassandra Khaw,2017,1
Q56558069,Cassandra Khaw,2018,4
Q56558069,Cassandra Khaw,2022,6
Q56558069,Cassandra Khaw,2024,7
Q5051056,Cat Rambo,2008,1
Q5051056,Cat Rambo,2010,2
Q5051056,Cat Rambo,2011,3
Q5051056,Cat Rambo,2017,4
Q5051056,Cat Rambo,2022,6
Q260054,Catherine Asaro,1996,1
Q260054,Catherine Asaro,1998,3
Q260054,Catherine Asaro,1999,6
Q260054,Catherine Asaro,2001,7
Q260054,Catherine Asaro,2002,9
Q260054,Catherine Asaro,2004,10
Q260054,Catherine Asaro,2005,11
Q22957871,Catherine Lacey,2024,1
Q242530,Catherine Lucile Moore,1956,1
Q526761,Catherine Webb,2020,1
Q859065,Catherynne M. Valente,2005,1
Q859065,Catherynne M. Valente,2008,2
Q859065,Catherynne M. Valente,2009,3
Q859065,Catherynne M. Valente,2010,7
Q859065,Catherynne M. Valente,2011,12
Q859065,Catherynne M. Valente,2012,19
Q859065,Catherynne M. Valente,2013,23
Q859065,Catherynne M. Valente,2014,25
Q859065,Catherynne M. Valente,2015,26
Q859065,Catherynne M. Valente,2016,29
Q859065,Catherynne M. Valente,2017,30
Q859065,Catherynne M. Valente,2019,33
Q859065,Catherynne M. Valente,2021,34
Q859065,Catherynne M. Valente,2022,41
Q859065,Catherynne M. Valente,2023,43
Q5053975,Catriona Sparks,2018,1
Q76627632,Catriona Ward,2022,1
Q76627632,Catriona Ward,2023,2
Q5055869,Cecelia Holland,1977,1
Q5055869,Cecelia Holland,2005,2
Q5055869,Cecelia Holland,2009,3
Q5055869,Cecelia Holland,2010,5
Q5055869,Cecelia Holland,2011,6
Q610771,Cecilia Dart-Thornton,2002,1
Q610771,Cecilia Dart-Thornton,2003,2
Q768810,Celia S. Friedman,1988,2
Q768810,Celia S. Friedman,1996,3
Q131351062,Chandler Klang Smith,2019,1
Q233566,Charlaine Harris,2002,1
Q5076375,Charles Coleman Finlay,2002,1
Q5076375,Charles Coleman Finlay,2003,5
Q5076375,Charles Coleman Finlay,2004,6
Q5076375,Charles Coleman Finlay,2005,7
Q5076375,Charles Coleman Finlay,2006,9
Q5076375,Charles Coleman Finlay,2008,10
Q5076375,Charles Coleman Finlay,2009,14
Q18207018,Charles E. Gannon,2013,1
Q18207018,Charles E. Gannon,2014,2
Q18207018,Charles E. Gannon,2015,3
Q18207018,Charles E. Gannon,2019,4
Q3666432,Charles L. Grant,1977,2
Q3666432,Charles L. Grant,1980,3
Q3666432,Charles L. Grant,1981,4
Q3666432,Charles L. Grant,1983,6
Q4496029,Charles L. Harness,1967,4
Q4496029,Charles L. Harness,1975,5
Q4496029,Charles L. Harness,1982,7
Q4496029,Charles L. Harness,1985,9
Q4496029,Charles L. Harness,1986,10
Q4496029,Charles L. Harness,1999,11
Q123050932,Charles Oberndorf,1993,1
Q123050932,Charles Oberndorf,1994,2
Q5081877,Charles R. Pellegrino,1994,1
Q5081877,Charles R. Pellegrino,1996,2
Q943997,Charles Sheffield,1979,2
Q943997,Charles Sheffield,1980,3
Q943997,Charles Sheffield,1982,4
Q943997,Charles Sheffield,1983,5
Q943997,Charles Sheffield,1986,6
Q943997,Charles Sheffield,1987,7
Q943997,Charles Sheffield,1989,8
Q943997,Charles Sheffield,1990,10
Q943997,Charles Sheffield,1991,15
Q943997,Charles Sheffield,1993,16
Q943997,Charles Sheffield,1994,18
Q943997,Charles Sheffield,1996,20
Q943997,Charles Sheffield,1997,21
Q943997,Charles Sheffield,1998,22
Q943997,Charles Sheffield,2001,23
Q345249,Charles Stross,2002,5
Q345249,Charles Stross,2003,12
Q345249,Charles Stross,2004,19
Q345249,Charles Stross,2005,27
Q345249,Charles Stross,2006,30
Q345249,Charles Stross,2007,35
Q345249,Charles Stross,2008,37
Q345249,Charles Stross,2009,39
Q345249,Charles Stross,2010,42
Q345249,Charles Stross,2011,43
Q345249,Charles Stross,2012,44
Q345249,Charles Stross,2013,45
Q345249,Charles Stross,2014,47
Q345249,Charles Stross,2016,48
Q345249,Charles Stross,2017,49
Q345249,Charles Stross,2018,51
Q345249,Charles Stross,2019,52
Q345249,Charles Stross,2022,54
Q345249,Charles Stross,2024,55
Q131278260,Charles W. Shao,2016,2
Q55587732,Charles Whitmore,1985,1
Q5083786,Charles Yu,2011,2
Q5083786,Charles Yu,2021,3
Q5083786,Charles Yu,2022,4
Q1066587,Charles de Lint,1985,2
Q1066587,Charles de Lint,1986,3
Q1066587,Charles de Lint,1987,4
Q1066587,Charles de Lint,1988,5
Q1066587,Charles de Lint,1989,6
Q1066587,Charles de Lint,1991,8
Q1066587,Charles de Lint,1992,10
Q1066587,Charles de Lint,1994,11
Q1066587,Charles de Lint,1995,12
Q1066587,Charles de Lint,1998,13
Q1066587,Charles de Lint,1999,14
Q1066587,Charles de Lint,2000,15
Q1066587,Charles de Lint,2001,16
Q1066587,Charles de Lint,2002,17
Q1066587,Charles de Lint,2003,18
Q1066918,Charlie Huston,2011,1
Q5084448,Charlie Jane Anders,2011,2
Q5084448,Charlie Jane Anders,2012,4
Q5084448,Charlie Jane Anders,2014,5
Q5084448,Charlie Jane Anders,2015,6
Q5084448,Charlie Jane Anders,2016,7
Q5084448,Charlie Jane Anders,2017,11
Q5084448,Charlie Jane Anders,2018,13
Q5084448,Charlie Jane Anders,2020,15
Q5084448,Charlie Jane Anders,2021,17
Q5084448,Charlie Jane Anders,2024,18
Q131502435,Charlie Rosenkrantz,2007,1
Q5088655,Chaz Brenchley,2010,1
Q5088655,Chaz Brenchley,2011,2
Q5088655,Chaz Brenchley,2016,3
Q275172,Chelsea Quinn Yarbro,1977,1
Q275172,Chelsea Quinn Yarbro,1979,2
Q275172,Chelsea Quinn Yarbro,1980,3
Q275172,Chelsea Quinn Yarbro,1981,4
Q275172,Chelsea Quinn Yarbro,1982,5
Q275172,Chelsea Quinn Yarbro,1983,6
Q8941041,Chen Qiufan,2020,2
Q42308137,Cherie Dimaline,2021,1
Q843837,Cherie Priest,2009,1
Q843837,Cherie Priest,2010,2
Q843837,Cherie Priest,2017,3
Q843837,Cherie Priest,2020,4
Q843837,Cherie Priest,2022,5
Q5091952,Cherie Wilkerson,1984,1
Q1070662,Chester Anderson,1968,1
Q5094139,Chet Williamson,1990,1
Q131468044,Chi Hui,2018,1
Q104661382,Chikodili Emelumadu,2024,1
Q131468045,Chimedum Ohaegbu,2022,1
Q319196,China Miéville,2000,3
Q319196,China Miéville,2001,4
Q319196,China Miéville,2002,7
Q319196,China Miéville,2003,9
Q319196,China Miéville,2005,11
Q319196,China Miéville,2009,12
Q319196,China Miéville,2011,14
Q319196,China Miéville,2012,15
Q319196,China Miéville,2016,16
Q319196,China Miéville,2017,19
Q60713260,Cho Nam-joo,2021,1
Q1077057,Chris Bunch,1994,1
Q1077057,Chris Bunch,1995,2
Q5107503,Chris Moriarty,2004,1
Q5107884,Chris Roberson,2005,1
Q5107884,Chris Roberson,2006,2
Q5107884,Chris Roberson,2007,3
Q5107884,Chris Roberson,2008,4
Q5107884,Chris Roberson,2010,5
Q77006507,Chris Willrich,2014,1
Q678778,Christopher Barzak,2006,2
Q678778,Christopher Barzak,2008,4
Q678778,Christopher Barzak,2009,6
Q678778,Christopher Barzak,2010,7
Q678778,Christopher Barzak,2011,8
Q678778,Christopher Barzak,2012,9
Q678778,Christopher Barzak,2013,10
Q678778,Christopher Barzak,2014,11
Q5107557,Christopher Brown,2018,1
Q5107557,Christopher Brown,2020,2
Q5107557,Christopher Brown,2021,3
Q5112005,Christopher Buehlman,2022,1
Q131502436,Christopher Caldwell,2020,2
Q131502436,Christopher Caldwell,2024,3
Q134570686,Christopher Conlon,2011,1
Q1995311,Christopher Golden,2023,1
Q5112544,Christopher Hinz,1988,2
Q707796,Christopher Priest,1975,2
Q707796,Christopher Priest,1977,3
Q707796,Christopher Priest,1979,6
Q707796,Christopher Priest,1980,8
Q707796,Christopher Priest,1981,9
Q707796,Christopher Priest,1982,10
Q707796,Christopher Priest,1985,11
Q707796,Christopher Priest,1995,12
Q707796,Christopher Priest,1997,13
Q707796,Christopher Priest,2000,14
Q707796,Christopher Priest,2003,15
Q707796,Christopher Priest,2012,16
Q707796,Christopher Priest,2013,17
Q707796,Christopher Priest,2014,18
Q707796,Christopher Priest,2017,19
Q707796,Christopher Priest,2019,20
Q707796,Christopher Priest,2021,21
Q707796,Christopher Priest,2023,22
Q707796,Christopher Priest,2024,23
Q1086932,Christopher Rice,2013,1
Q1086932,Christopher Rice,2014,2
Q104735278,Christopher Rowe,2004,1
Q104735278,Christopher Rowe,2005,4
Q104735278,Christopher Rowe,2007,7
Q104735278,Christopher Rowe,2018,8
Q104735278,Christopher Rowe,2024,9
Q268181,Chuck Palahniuk,2014,1
Q55753790,Chuck Rothman,1986,1
Q20090453,Chuck Tingle,2016,2
Q20090453,Chuck Tingle,2023,3
Q21512147,Chuck Wendig,2019,1
Q21512147,Chuck Wendig,2020,2
Q21512147,Chuck Wendig,2021,3
Q21512147,Chuck Wendig,2022,4
Q21512147,Chuck Wendig,2023,5
Q21512147,Chuck Wendig,2024,6
Q2975527,Clare Bell,1984,1
Q62520510,Claudia O'Keefe,1991,1
Q294625,Clifford D. Simak,1962,1
Q294625,Clifford D. Simak,1965,2
Q294625,Clifford D. Simak,1969,3
Q294625,Clifford D. Simak,1971,5
Q294625,Clifford D. Simak,1972,7
Q294625,Clifford D. Simak,1973,9
Q294625,Clifford D. Simak,1974,11
Q294625,Clifford D. Simak,1975,12
Q294625,Clifford D. Simak,1978,14
Q294625,Clifford D. Simak,1982,16
Q298761,Clive Barker,1986,1
Q298761,Clive Barker,1988,2
Q298761,Clive Barker,1989,3
Q298761,Clive Barker,1990,4
Q298761,Clive Barker,1992,5
Q298761,Clive Barker,1993,6
Q298761,Clive Barker,1995,7
Q298761,Clive Barker,1997,8
Q298761,Clive Barker,1999,9
Q298761,Clive Barker,2002,10
Q298761,Clive Barker,2015,11
Q106776275,Coleman Brax,1986,1
Q509662,Colson Whitehead,2012,1
Q509662,Colson Whitehead,2017,2
Q234700,Connie Willis,1980,2
Q234700,Connie Willis,1983,5
Q234700,Connie Willis,1984,7
Q234700,Connie Willis,1985,9
Q234700,Connie Willis,1986,11
Q234700,Connie Willis,1987,15
Q234700,Connie Willis,1988,18
Q234700,Connie Willis,1989,19
Q234700,Connie Willis,1990,24
Q234700,Connie Willis,1991,27
Q234700,Connie Willis,1992,35
Q234700,Connie Willis,1993,36
Q234700,Connie Willis,1994,38
Q234700,Connie Willis,1995,39
Q234700,Connie Willis,1996,40
Q234700,Connie Willis,1997,43
Q234700,Connie Willis,1998,44
Q234700,Connie Willis,2000,45
Q234700,Connie Willis,2001,46
Q234700,Connie Willis,2002,48
Q234700,Connie Willis,2004,51
Q234700,Connie Willis,2005,52
Q234700,Connie Willis,2006,54
Q234700,Connie Willis,2008,55
Q234700,Connie Willis,2024,56
Q937000,Cordwainer Smith,1956,1
Q937000,Cordwainer Smith,1965,2
Q937000,Cordwainer Smith,1976,4
Q97130839,Corinne Duyvis,2015,1
Q272610,Cormac McCarthy,2007,1
Q110436,Cory Doctorow,2001,1
Q110436,Cory Doctorow,2003,2
Q110436,Cory Doctorow,2004,6
Q110436,Cory Doctorow,2005,8
Q110436,Cory Doctorow,2006,11
Q110436,Cory Doctorow,2007,12
Q110436,Cory Doctorow,2008,13
Q110436,Cory Doctorow,2009,18
Q110436,Cory Doctorow,2011,20
Q110436,Cory Doctorow,2012,21
Q110436,Cory Doctorow,2013,22
Q110436,Cory Doctorow,2015,23
Q110436,Cory Doctorow,2018,24
Q110436,Cory Doctorow,2020,26
Q110436,Cory Doctorow,2021,27
Q110436,Cory Doctorow,2024,28
Q112404574,Craig DiLouie,2014,1
Q3696469,Craig Spector,1989,1
Q473289,Craig Strete,1981,1
Q473289,Craig Strete,1989,2
Q55394845,Curtis C. Chen,2017,1
Q131438551,Curtis Craddock,2018,1
Q131468046,Cynthia Morgan,1975,1
Q134438501,Cynthia Pelayo,2021,1
Q12726146,Cynthia Ward,2018,1
Q131468047,Cynthia Zhang,2024,1
Q376859,Cyril M. Kornbluth,1956,1
Q376859,Cyril M. Kornbluth,1959,3
Q376859,Cyril M. Kornbluth,1973,4
Q376859,Cyril M. Kornbluth,1975,6
Q106777978,D. D. Storm,1982,1
Q3700744,Dacre Stoker,2018,1
Q4172119,Dafydd ab Hugh,1990,1
Q4172119,Dafydd ab Hugh,1991,3
Q57305983,Daisy Johnson,2021,1
Q28101798,Dale Bailey,1998,1
Q28101798,Dale Bailey,2004,2
Q28101798,Dale Bailey,2011,3
Q28101798,Dale Bailey,2013,4
Q28101798,Dale Bailey,2015,5
Q28101798,Dale Bailey,2019,8
Q131438552,Dale Estey,1981,1
Q1158494,Damien Broderick,1983,1
Q1158494,Damien Broderick,2006,2
Q534599,Damon Knight,1968,1
Q534599,Damon Knight,1969,2
Q534599,Damon Knight,1977,4
Q534599,Damon Knight,1982,5
Q534599,Damon Knight,1984,6
Q534599,Damon Knight,1987,7
Q534599,Damon Knight,2003,8
Q3013030,Dan Chaon,2018,1
Q297538,Dan Simmons,1983,1
Q297538,Dan Simmons,1984,2
Q297538,Dan Simmons,1986,3
Q297538,Dan Simmons,1990,7
Q297538,Dan Simmons,1991,8
Q297538,Dan Simmons,1993,9
Q297538,Dan Simmons,1994,10
Q297538,Dan Simmons,1996,11
Q297538,Dan Simmons,1997,12
Q297538,Dan Simmons,1998,13
Q297538,Dan Simmons,2001,14
Q297538,Dan Simmons,2002,15
Q297538,Dan Simmons,2003,16
Q297538,Dan Simmons,2004,17
Q297538,Dan Simmons,2006,18
Q297538,Dan Simmons,2008,19
Q297538,Dan Simmons,2010,20
Q82349,Dan Wells,2014,1
Q5214835,Dana Stabenow,1992,1
Q1159871,Daniel Abraham,2002,1
Q1159871,Daniel Abraham,2005,5
Q1159871,Daniel Abraham,2007,6
Q1159871,Daniel Abraham,2008,9
Q1159871,Daniel Abraham,2009,10
Q1159871,Daniel Abraham,2010,13
Q1159871,Daniel Abraham,2012,16
Q1159871,Daniel Abraham,2013,19
Q1159871,Daniel Abraham,2014,21
Q1159871,Daniel Abraham,2015,23
Q1159871,Daniel Abraham,2016,25
Q1159871,Daniel Abraham,2017,27
Q1159871,Daniel Abraham,2018,29
Q1159871,Daniel Abraham,2022,30
Q1159871,Daniel Abraham,2024,31
Q1160619,Daniel F. Galouye,1962,1
Q311606,Daniel H. Wilson,2024,2
Q131460602,Daniel Hatch,1996,1
Q185714,Daniel Keyes,1967,1
Q5217797,Daniel Keys Moran,1989,1
Q5217797,Daniel Keys Moran,1997,2
Q131412059,Daniel M. Ford,2024,1
Q112449252,Daniel Polansky,2012,1
Q112449252,Daniel Polansky,2016,2
Q63456656,Darcie Little Badger,2018,1
Q63456656,Darcie Little Badger,2021,3
Q63456656,Darcie Little Badger,2024,4
Q114890196,Dare Segun Falowo,2021,1
Q131438528,Darin Bradley,2011,1
Q3702879,Daryl Gregory,2006,2
Q3702879,Daryl Gregory,2009,3
Q3702879,Daryl Gregory,2010,4
Q3702879,Daryl Gregory,2012,5
Q3702879,Daryl Gregory,2014,6
Q3702879,Daryl Gregory,2015,9
Q3702879,Daryl Gregory,2017,11
Q3702879,Daryl Gregory,2018,12
Q3702879,Daryl Gregory,2019,15
Q3702879,Daryl Gregory,2022,18
Q1173183,Dave Duncan,1988,1
Q1173183,Dave Duncan,1993,2
Q1173183,Dave Duncan,1999,3
Q445765,Dave Gibbons,1988,1
Q28119996,Dave Hutchinson,2014,1
Q28119996,Dave Hutchinson,2015,3
Q28119996,Dave Hutchinson,2016,4
Q28119996,Dave Hutchinson,2017,5
Q28119996,Dave Hutchinson,2018,7
Q28119996,Dave Hutchinson,2019,9
Q5229857,Dave Smeds,1986,1
Q5229857,Dave Smeds,1994,2
Q1173398,Dave Wolverton,1990,2
Q1173398,Dave Wolverton,1996,3
Q1173398,Dave Wolverton,1997,4
Q20973977,Daveed Diggs,2019,2
Q20973977,Daveed Diggs,2020,7
Q55783411,David Alexander Smith,1989,1
Q315069,David Brin,1981,1
Q315069,David Brin,1982,2
Q315069,David Brin,1983,5
Q315069,David Brin,1985,10
Q315069,David Brin,1986,11
Q315069,David Brin,1987,14
Q315069,David Brin,1989,16
Q315069,David Brin,1990,17
Q315069,David Brin,1991,21
Q315069,David Brin,1992,22
Q315069,David Brin,1994,24
Q315069,David Brin,1996,26
Q315069,David Brin,1997,27
Q315069,David Brin,2001,28
Q315069,David Brin,2003,30
Q315069,David Brin,2013,31
Q315069,David Brin,2016,32
Q5232778,David D. Levine,2004,3
Q5232778,David D. Levine,2006,4
Q5232778,David D. Levine,2014,5
Q5232778,David D. Levine,2017,6
Q736343,David Drake,1981,1
Q736343,David Drake,1998,2
Q5233250,David Ebershoff,2000,1
Q354888,David Eddings,1983,1
Q354888,David Eddings,1984,2
Q354888,David Eddings,1985,4
Q354888,David Eddings,1988,5
Q354888,David Eddings,1989,6
Q354888,David Eddings,1990,7
Q354888,David Eddings,1993,8
Q326176,David Feintuch,1995,1
Q1174491,David G. Compton,1970,1
Q1174491,David G. Compton,1971,3
Q1174491,David G. Compton,1975,4
Q1174539,David Gerrold,1972,1
Q1174539,David Gerrold,1973,5
Q1174539,David Gerrold,1974,7
Q1174539,David Gerrold,1977,8
Q1174539,David Gerrold,1978,9
Q1174539,David Gerrold,1984,10
Q1174539,David Gerrold,1985,11
Q1174539,David Gerrold,1993,12
Q1174539,David Gerrold,1995,13
Q1174539,David Gerrold,1998,14
Q1174539,David Gerrold,1999,15
Q1174539,David Gerrold,2014,16
Q1174717,David Henry Wilson,1990,1
Q5234955,David Herter,2001,1
Q5239553,David J. Schow,1989,1
Q5235496,David J. Schwartz,2008,1
Q2891712,David J. Skal,1981,1
Q2891712,David J. Skal,1989,2
Q131460603,David Jeffrey,2024,1
Q720787,David Langford,1983,1
Q720787,David Langford,1999,2
Q720787,David Langford,2011,3
Q131460604,David Lewis,1973,1
Q66474019,David Mace,1985,1
Q5237187,David Marusek,1996,2
Q5237187,David Marusek,1999,4
Q5237187,David Marusek,2000,6
Q5237187,David Marusek,2006,7
Q5237187,David Marusek,2008,8
Q40479,David Mitchell,2004,1
Q40479,David Mitchell,2005,2
Q40479,David Mitchell,2011,3
Q40479,David Mitchell,2015,4
Q40479,David Mitchell,2016,5
Q40479,David Mitchell,2021,6
Q5237643,David Moles,2008,2
Q5237643,David Moles,2011,3
Q5237643,David Moles,2022,5
Q55581720,David Morse,1999,2
Q5238842,David R. Palmer,1982,2
Q5238842,David R. Palmer,1984,4
Q5238842,David R. Palmer,1985,7
Q5239367,David S. Garnett,1987,1
Q131199719,David VanDyke,2016,2
Q588653,David Weber,2001,1
Q1177322,David Zindell,1986,1
Q1177322,David Zindell,1989,2
Q1177322,David Zindell,1994,3
Q1181085,Dean Ing,1978,1
Q1181085,Dean Ing,1979,3
Q1181085,Dean Ing,1980,4
Q1181085,Dean Ing,1981,5
Q1181085,Dean Ing,1982,6
Q272076,Dean Koontz,1971,3
Q272076,Dean Koontz,1989,4
Q272076,Dean Koontz,1990,5
Q272076,Dean Koontz,1991,6
Q272076,Dean Koontz,1994,7
Q5246352,Dean McLaughlin,1969,1
Q5246352,Dean McLaughlin,2009,2
Q1181143,Dean Wesley Smith,1990,1
Q1181143,Dean Wesley Smith,1995,2
Q106982182,Dean Whitlock,2024,1
Q5248207,Deborah Christian,1997,1
Q5248209,Deborah Coates,2013,1
Q5248401,Deborah Turner Harris,1987,1
Q131438553,Delia Marshall Turner,1999,1
Q5253889,Delia Sherman,1989,1
Q5253889,Delia Sherman,1990,2
Q5253889,Delia Sherman,1994,3
Q5253889,Delia Sherman,2003,4
Q5253889,Delia Sherman,2005,5
Q5253889,Delia Sherman,2010,6
Q5253889,Delia Sherman,2017,7
Q106982064,Denise Lopes Heald,1995,1
Q5258334,Dennis Danvers,1992,1
Q56087835,Dennis R. Caro,1981,1
Q100965734,Derek Künsken,2019,1
Q100965734,Derek Künsken,2022,2
Q131502439,Desirina Boskovich,2017,1
Q35487993,Dexter Palmer,2011,1
Q442474,Diana L. Paxson,1983,1
Q442474,Diana L. Paxson,1985,2
Q442474,Diana L. Paxson,1989,3
Q442474,Diana L. Paxson,1995,4
Q279361,Diana Peterfreund,2011,1
Q236829,Diana Wynne Jones,1985,1
Q236829,Diana Wynne Jones,1993,2
Q236829,Diana Wynne Jones,1999,3
Q236829,Diana Wynne Jones,2001,4
Q236829,Diana Wynne Jones,2007,5
Q236829,Diana Wynne Jones,2008,6
Q445930,Diane Duane,1980,1
Q98929406,Dolores Reyes,2021,1
Q5290541,Dominic Green,2006,1
Q99502124,Dominica Phetteplace,2017,2
Q99502124,Dominica Phetteplace,2024,3
Q131468048,Don Picard,1975,1
Q2679036,Donald Harington,1990,1
Q3036044,Donald Kingsbury,1979,1
Q3036044,Donald Kingsbury,1980,3
Q3036044,Donald Kingsbury,1983,5
Q3036044,Donald Kingsbury,1987,6
Q66499384,Donna McMahon,2002,1
Q524695,Doris Egan,1990,1
Q5297974,Doris Piserchia,1975,1
Q5298469,Dorothy J. Heydt,1991,1
Q5300286,Doug Beason,1992,1
Q5300286,Doug Beason,1993,2
Q5300286,Doug Beason,1994,3
Q5300426,Doug Dorst,2009,1
Q42,Douglas Adams,1983,1
Q131438555,Douglas Bell,1992,1
Q66363234,Drew Mendelson,1982,1
Q3041934,Dylan Horrocks,2012,1
Q131468049,E. A. Petricone,2022,1
Q64875927,E. Catherine Tobler,2021,1
Q64875927,E. Catherine Tobler,2022,3
Q64875927,E. Catherine Tobler,2024,4
Q335232,E. L. Doctorow,1975,1
Q5322024,E. Lily Yu,2011,1
Q5322024,E. Lily Yu,2012,3
Q5322024,E. Lily Yu,2014,4
Q5322024,E. Lily Yu,2017,5
Q5322024,E. Lily Yu,2018,6
Q5322024,E. Lily Yu,2022,8
Q5322024,E. Lily Yu,2024,9
Q131468050,Eboni J. Dunbar,2024,1
Q5343140,Ed Gorman,1994,1
Q85502195,Eden Royce,2018,1
Q85502195,Eden Royce,2022,2
Q1284085,Edgar Pangborn,1965,1
Q1284085,Edgar Pangborn,1971,2
Q1284085,Edgar Pangborn,1972,3
Q1284085,Edgar Pangborn,1974,5
Q1284085,Edgar Pangborn,1975,6
Q148234,Edgar Rice Burroughs,1964,1
Q1286138,Edmund Cooper,1974,1
Q131438556,Edward A. Byers,1986,1
Q5342047,Edward Bryant,1976,1
Q5342047,Edward Bryant,1977,2
Q5342047,Edward Bryant,1978,3
Q5342047,Edward Bryant,1979,5
Q5342047,Edward Bryant,1980,8
Q5342047,Edward Bryant,1981,11
Q5342047,Edward Bryant,1982,13
Q5342047,Edward Bryant,1985,14
Q5342047,Edward Bryant,1990,15
Q5342047,Edward Bryant,1992,16
Q5342047,Edward Bryant,1995,18
Q144090,Edward Elmer Smith,1966,1
Q5344277,Edward M. Lerner,2013,1
Q5344277,Edward M. Lerner,2015,2
Q62521141,Edward Myers,1993,1
Q5349378,Eileen Gunn,1989,2
Q5349378,Eileen Gunn,1990,4
Q5349378,Eileen Gunn,2010,5
Q5350343,Ekaterina Sedia,2008,2
Q5350343,Ekaterina Sedia,2009,3
Q5350343,Ekaterina Sedia,2011,4
Q5350343,Ekaterina Sedia,2012,5
Q22279092,Elan Mastai,2018,1
Q5354218,Eleanor Arnason,1992,1
Q5354218,Eleanor Arnason,1993,2
Q5354218,Eleanor Arnason,1994,5
Q5354218,Eleanor Arnason,1995,6
Q5354218,Eleanor Arnason,1997,8
Q5354218,Eleanor Arnason,2000,14
Q5354218,Eleanor Arnason,2001,15
Q5354218,Eleanor Arnason,2002,16
Q5354218,Eleanor Arnason,2003,20
Q5354218,Eleanor Arnason,2004,21
Q5354218,Eleanor Arnason,2005,22
Q5354218,Eleanor Arnason,2011,24
Q5354218,Eleanor Arnason,2012,25
Q5354218,Eleanor Arnason,2013,27
Q5354218,Eleanor Arnason,2014,28
Q5354218,Eleanor Arnason,2015,29
Q5354218,Eleanor Arnason,2016,31
Q5354218,Eleanor Arnason,2017,32
Q5354218,Eleanor Arnason,2018,33
Q5354218,Eleanor Arnason,2021,34
Q5354218,Eleanor Arnason,2022,35
Q73131671,Eliot Fintushel,1998,2
Q73131671,Eliot Fintushel,2008,3
Q131438557,Elisa DeCarlo,1994,1
Q66537330,Elisabeth DeVos,1998,1
Q26831076,Elisabeth Malartre,1998,1
Q103331703,Elisabeth Thomas,2021,1
Q5361571,Elisabeth Waters,1995,1
Q131502440,Elissa Malcohn,1989,1
Q443462,Elizabeth A. Lynn,1979,1
Q443462,Elizabeth A. Lynn,1980,3
Q443462,Elizabeth A. Lynn,1981,4
Q443462,Elizabeth A. Lynn,1982,5
Q443462,Elizabeth A. Lynn,1985,6
Q443462,Elizabeth A. Lynn,1998,7
Q443462,Elizabeth A. Lynn,1999,8
Q443462,Elizabeth A. Lynn,2005,10
Q469370,Elizabeth Ann Scarborough,1989,1
Q469370,Elizabeth Ann Scarborough,1992,2
Q469370,Elizabeth Ann Scarborough,1993,3
Q469370,Elizabeth Ann Scarborough,1994,4
Q1029497,Elizabeth Bear,2006,1
Q1029497,Elizabeth Bear,2007,4
Q1029497,Elizabeth Bear,2008,9
Q1029497,Elizabeth Bear,2009,11
Q1029497,Elizabeth Bear,2010,13
Q1029497,Elizabeth Bear,2011,15
Q1029497,Elizabeth Bear,2012,18
Q1029497,Elizabeth Bear,2013,24
Q1029497,Elizabeth Bear,2015,29
Q1029497,Elizabeth Bear,2016,31
Q1029497,Elizabeth Bear,2018,32
Q1029497,Elizabeth Bear,2019,33
Q1029497,Elizabeth Bear,2020,38
Q1029497,Elizabeth Bear,2021,39
Q1029497,Elizabeth Bear,2022,41
Q5362727,Elizabeth Engstrom,1989,1
Q5362839,Elizabeth Gilligan,2004,1
Q601304,Elizabeth Hand,1991,1
Q601304,Elizabeth Hand,1992,2
Q601304,Elizabeth Hand,1993,4
Q601304,Elizabeth Hand,1995,5
Q601304,Elizabeth Hand,1996,6
Q601304,Elizabeth Hand,1998,7
Q601304,Elizabeth Hand,2000,8
Q601304,Elizabeth Hand,2001,9
Q601304,Elizabeth Hand,2002,10
Q601304,Elizabeth Hand,2003,12
Q601304,Elizabeth Hand,2005,14
