author_qid,pubDate,goodreads_id,title,authorLabel,work_qid,year,n_nom,n_win,awards_as_of_year,age,birth_country,gender
Q455780,1997-01-01T00:00:00Z,,How Few Remain,Harry Turtledove,Q2468406,1998,1,0,15,49.0,United States,male
Q455780,1997-01-01T00:00:00Z,,How Few Remain,Harry Turtledove,Q2468406,1998,1,0,15,49.0,United States,male
Q455780,1997-09-08T00:00:00Z,,How Few Remain,Harry Turtledove,Q2468406,1998,1,0,15,49.0,United States,male
Q455780,1997-09-08T00:00:00Z,,How Few Remain,Harry Turtledove,Q2468406,1998,1,0,15,49.0,United States,male
Q455780,2002-11-01T00:00:00Z,,Ruled Britannia,Harry Turtledove,Q4048595,2003,1,0,19,54.0,United States,male
Q455951,1969-01-01T00:00:00Z,,Bug Jack Barron,Norman Spinrad,Q3157123,1969,2,0,0,29.0,United States,male
Q455951,1972-09-01T00:00:00Z,,The Iron Dream,Norman Spinrad,Q1199660,1972,1,0,2,32.0,United States,male
Q455951,1979-10-01T00:00:00Z,,A World Between,Norman Spinrad,Q3997040,1980,1,0,7,40.0,United States,male
Q455951,1980-06-01T00:00:00Z,,Songs from the Stars,Norman Spinrad,Q96406025,1981,1,0,9,41.0,United States,male
Q455951,1983-01-01T00:00:00Z,,The Void Captain's Tale,Norman Spinrad,Q3627649,1983,2,0,11,43.0,United States,male
Q455951,1985-08-01T00:00:00Z,2253009.0,Child of Fortune,Norman Spinrad,Q5097878,1986,1,0,14,46.0,United States,male
Q455951,1999-11-01T00:00:00Z,,Greenhouse Summer,Norman Spinrad,Q131380942,2000,2,0,26,60.0,United States,male
Q455951,,,Russian Spring,Norman Spinrad,Q3225930,1992,1,0,21,52.0,United States,male
Q46248,1990-05-01T00:00:00Z,4110990.0,Good Omens,Terry Pratchett,Q1052459,1991,1,0,3,43.0,United Kingdom,male
Q46248,1990-05-01T00:00:00Z,4110990.0,Good Omens,Terry Pratchett,Q1052459,1991,1,0,3,43.0,United Kingdom,male
Q46248,2004-10-01T00:00:00Z,1636617.0,Going Postal,Terry Pratchett,Q595128,2005,1,0,15,57.0,United Kingdom,male
Q46248,2007-09-20T00:00:00Z,144656.0,Making Money,Terry Pratchett,Q2469019,2008,1,0,18,60.0,United Kingdom,male
Q46248,,4110990.0,Good Omens,Terry Pratchett,Q1052459,1991,1,0,3,43.0,United Kingdom,male
Q46248,,4110990.0,Good Omens,Terry Pratchett,Q1052459,1991,1,0,3,43.0,United Kingdom,male
Q462634,,,Sylva,Jean Bruller,Q1292989,1963,1,0,0,61.0,France,male
Q4648116,2019-09-17T00:00:00Z,,Gamechanger,A. M. Dellamonica,Q131382849,2020,1,0,4,52.0,Canada,non-binary gender
Q465179,1962-01-01T00:00:00Z,,The Sword of Aldones,Marion Zimmer Bradley,Q3522940,1963,1,0,0,33.0,United States,female
Q465179,1975-08-01T00:00:00Z,461050.0,The Heritage of Hastur,Marion Zimmer Bradley,Q3203913,1975,1,0,1,45.0,United States,female
Q465179,1977-09-01T00:00:00Z,2741917.0,The Forbidden Tower,Marion Zimmer Bradley,Q3213211,1978,2,0,4,48.0,United States,female
Q465179,1980-06-01T00:00:00Z,1650584.0,Two to Conquer,Marion Zimmer Bradley,Q3224088,1981,1,0,7,51.0,United States,female
Q465179,1981-10-01T00:00:00Z,2700833.0,Sharra's Exile,Marion Zimmer Bradley,Q3203368,1982,1,0,8,52.0,United States,female
Q465179,1982-09-01T00:00:00Z,,Hawkmistress!,Marion Zimmer Bradley,Q1760824,1983,1,0,9,53.0,United States,female
Q465179,1983-09-01T00:00:00Z,,Thendara House,Marion Zimmer Bradley,Q1760447,1984,1,0,10,54.0,United States,female
Q465179,1984-10-01T00:00:00Z,1371881.0,City of Sorcery,Marion Zimmer Bradley,Q3207474,1985,1,0,11,55.0,United States,female
Q465851,2014-04-01T00:00:00Z,24241248.0,The Goblin Emperor,Sarah Monette,Q19364463,2015,3,0,9,41.0,United States,female
Q4685389,2021-05-27T00:00:00Z,,Shards of Earth,Adrian Tchaikovsky,Q131382888,2022,1,0,0,50.0,United Kingdom,male
Q4685389,2022-04-28T00:00:00Z,,Eyes of the Void,Adrian Tchaikovsky,Q131382897,2023,1,0,3,51.0,United Kingdom,male
Q4685389,2023-04-27T00:00:00Z,,Lords of Uncreation,Adrian Tchaikovsky,Q131382911,2024,1,0,6,52.0,United Kingdom,male
Q4685389,2024-03-28T00:00:00Z,,Alien Clay,Adrian Tchaikovsky,Q132717446,2025,1,0,9,53.0,United Kingdom,male
Q4685389,2024-06-04T00:00:00Z,,Service Model,Adrian Tchaikovsky,Q130553422,2025,1,0,9,53.0,United Kingdom,male
Q469370,1988-11-01T00:00:00Z,,The Healer's War,Elizabeth Ann Scarborough,Q3521228,1990,0,1,1,43.0,United States,female
Q469370,1993-07-01T00:00:00Z,,Powers That Be,Elizabeth Ann Scarborough,Q131376643,1994,1,0,3,47.0,United States,female
Q469737,1996-10-01T00:00:00Z,3349153.0,The Sparrow,Mary Doria Russell,Q3224638,1997,1,0,0,47.0,United States,female
Q469737,1998-03-24T00:00:00Z,882029.0,Children of God,Mary Doria Russell,Q5098442,1999,2,0,1,49.0,United States,female
Q47087,1961-01-01T00:00:00Z,,A Fall of Moondust,Arthur C. Clarke,Q1986393,1963,1,0,0,46.0,United Kingdom,male
Q47087,1961-01-01T00:00:00Z,,A Fall of Moondust,Arthur C. Clarke,Q1986393,1963,1,0,0,46.0,United Kingdom,male
Q47087,1973-06-01T00:00:00Z,1882772.0,Rendezvous with Rama,Arthur C. Clarke,Q741222,1974,0,3,3,57.0,United Kingdom,male
Q47087,1979-01-01T00:00:00Z,734510.0,The Fountains of Paradise,Arthur C. Clarke,Q786025,1980,1,2,6,63.0,United Kingdom,male
Q47087,1986-05-01T00:00:00Z,1702889.0,The Songs of Distant Earth,Arthur C. Clarke,Q472368,1987,1,0,9,70.0,United Kingdom,male
Q47087,1987-12-01T00:00:00Z,1426854.0,2061: Odyssey Three,Arthur C. Clarke,Q212718,1988,1,0,10,71.0,United Kingdom,male
Q47087,1989-11-01T00:00:00Z,1907786.0,Rama II,Arthur C. Clarke,Q2415562,1990,1,0,11,73.0,United Kingdom,male
Q47087,1990-10-01T00:00:00Z,,The Ghost from the Grand Banks,Arthur C. Clarke,Q3222682,1991,1,0,12,74.0,United Kingdom,male
Q47087,1991-09-26T00:00:00Z,876293.0,The Garden of Rama,Arthur C. Clarke,Q1219119,1992,1,0,13,75.0,United Kingdom,male
Q47087,1993-06-01T00:00:00Z,1878679.0,The Hammer of God,Arthur C. Clarke,Q3140584,1994,1,0,15,77.0,United Kingdom,male
Q47087,1993-10-14T00:00:00Z,828267.0,Rama Revealed,Arthur C. Clarke,Q2283166,1995,1,0,16,78.0,United Kingdom,male
Q47087,1997-03-01T00:00:00Z,2118902.0,3001: The Final Odyssey,Arthur C. Clarke,Q223784,1998,1,0,17,81.0,United Kingdom,male
Q47087,,,A Fall of Moondust,Arthur C. Clarke,Q1986393,1963,1,0,0,46.0,United Kingdom,male
Q47087,,,A Fall of Moondust,Arthur C. Clarke,Q1986393,1963,1,0,0,46.0,United Kingdom,male
Q4718489,2009-03-24T00:00:00Z,,Buyout,Alexander C. Irvine,Q131382126,2010,1,0,9,41.0,United States,male
Q4718489,2020-03-31T00:00:00Z,,Anthropocene Rag,Alexander C. Irvine,Q131382851,2021,1,0,13,52.0,United States,male
Q4719217,1991-03-01T00:00:00Z,,Carve the Sky,Alexander Jablokov,Q95370110,1992,1,0,2,36.0,United States,male
Q4719217,1992-11-01T00:00:00Z,,A Deeper Sea,Alexander Jablokov,Q131376616,1993,1,0,5,37.0,United States,male
Q4719217,1996-02-01T00:00:00Z,,River of Dust,Alexander Jablokov,Q131376752,1997,1,0,8,41.0,United States,male
Q4719217,1998-09-01T00:00:00Z,,Deepdrive,Alexander Jablokov,Q131380874,1999,1,0,9,43.0,United States,male
Q4719217,2010-01-05T00:00:00Z,,Brain Thief,Alexander Jablokov,Q131382136,2011,1,0,11,55.0,United States,male
Q4726543,2022-11-24T00:00:00Z,,The Red Scholar's Wake,Aliette de Bodard,Q131382899,2023,1,0,45,41.0,United States,female
Q4726543,2023-10-12T00:00:00Z,,A Fire Born of Exile,Aliette de Bodard,Q131382924,2024,1,0,47,42.0,United States,female
Q4767530,2012-11-14T00:00:00Z,,Crandolin,Anna Tambour,Q131413495,2013,1,0,1,13.0,,female
Q4767817,2017-09-19T00:00:00Z,48237590.0,Autonomous,Annalee Newitz,Q69527499,2017,2,0,0,48.0,United States,non-binary gender
Q4767817,2019-09-24T00:00:00Z,,The Future of Another Timeline,Annalee Newitz,Q100330025,2020,1,0,4,51.0,United States,non-binary gender
Q4767817,2023-01-31T00:00:00Z,64155389.0,The Terraformers,Annalee Newitz,Q116814638,2023,2,0,6,54.0,United States,non-binary gender
Q4885768,2012-07-10T00:00:00Z,18538006.0,The Last Policeman,Ben H. Winters,Q7745946,2013,1,0,0,37.0,United States,male
Q4885768,2013-07-16T00:00:00Z,,Countdown City,Ben H. Winters,Q18149437,2014,1,0,1,38.0,United States,male
Q4885768,2016-07-05T00:00:00Z,42751755.0,Underground Airlines,Ben H. Winters,Q26158032,2017,2,0,2,41.0,United States,male
Q4885768,2019-01-22T00:00:00Z,,Golden State,Ben H. Winters,Q131382790,2020,1,0,3,44.0,United States,male
Q489193,1962-01-01T00:00:00Z,,Planet of the Damned,Harry Harrison,Q15033625,1962,1,0,1,37.0,United States,male
Q489193,1984-08-01T00:00:00Z,,West of Eden,Harry Harrison,Q3497225,1985,1,0,4,60.0,United States,male
Q49074,1959-01-01T00:00:00Z,905970.0,The Sirens of Titan,Kurt Vonnegut,Q2294155,1960,1,0,0,38.0,United States,male
Q49074,1963-01-01T00:00:00Z,1621115.0,Cat's Cradle,Kurt Vonnegut,Q41359,1964,1,0,1,42.0,United States,male
Q49074,1969-03-01T00:00:00Z,1683562.0,Slaughterhouse-Five,Kurt Vonnegut,Q265954,1969,2,0,2,47.0,United States,male
Q4963785,2012-04-10T00:00:00Z,,Lost Everything,Brian Francis Slattery,Q17102722,2013,1,0,0,38.0,,male
Q497454,1982-05-01T00:00:00Z,,Coils,Fred Saberhagen,Q56358274,1983,1,0,4,53.0,United States,male
Q4975117,1979-02-01T00:00:00Z,2177257.0,Stardance,Jeanne Robinson,Q7601555,1980,1,0,1,32.0,United States,female
Q50376731,2017-02-07T00:00:00Z,,Amberlough,Lara Elena Donnelly,Q50376830,2017,1,0,0,27.0,,female
Q50379894,2017-11-07T00:00:00Z,55755047.0,Jade City,Fonda Lee,Q65065481,2017,1,1,0,38.0,Canada,female
Q504805,1977-04-01T00:00:00Z,,The Ophiuchi Hotline,John Varley,Q3220787,1978,1,0,12,31.0,United States,male
Q504805,1979-01-01T00:00:00Z,,Titan,John Varley,Q4354440,1980,2,1,22,33.0,United States,male
Q504805,1980-08-01T00:00:00Z,,Wizard,John Varley,Q3491166,1981,2,0,26,34.0,United States,male
Q504805,1983-06-01T00:00:00Z,,Millennium,John Varley,Q3314300,1984,2,0,32,37.0,United States,male
Q504805,1984-06-01T00:00:00Z,,Demon,John Varley,Q5256189,1985,1,0,34,38.0,United States,male
Q504805,1992-07-01T00:00:00Z,3101771.0,Steel Beach,John Varley,Q3100824,1993,2,0,37,46.0,United States,male
Q504805,1998-10-01T00:00:00Z,1873228.0,The Golden Globe,John Varley,Q3227494,1999,1,0,40,52.0,United States,male
Q504805,2008-03-04T00:00:00Z,,Rolling Thunder,John Varley,Q131382089,2009,1,0,44,62.0,United States,male
Q504805,2012-09-01T00:00:00Z,,Slow Apocalypse,John Varley,Q131382210,2013,2,0,45,66.0,United States,male
Q504805,2014-08-01T00:00:00Z,,Dark Lightning,John Varley,Q131382300,2015,1,0,46,68.0,United States,male
Q504805,2018-08-28T00:00:00Z,,Irontown Blues,John Varley,Q131382772,2019,1,0,47,72.0,United States,male
Q5051056,2021-11-16T00:00:00Z,,You Sexy Thing,Cat Rambo,Q109591793,2022,1,0,4,59.0,United States,non-binary gender
Q505274,1978-08-24T00:00:00Z,2868369.0,SS-GB,Len Deighton,Q4354234,1980,1,0,0,51.0,United Kingdom,male
Q5081877,1995-04-01T00:00:00Z,,The Killing Star,Charles R. Pellegrino,Q7744376,1996,1,0,1,43.0,United States,male
Q5083786,2010-09-01T00:00:00Z,,How to Live Safely in a Science Fictional Universe,Charles Yu,Q5918654,2011,1,0,0,35.0,United States,male
Q5084448,2016-01-26T00:00:00Z,45119441.0,All the Birds in the Sky,Charlie Jane Anders,Q29469803,2017,2,1,7,48.0,United States,trans woman
Q5084448,2019-02-12T00:00:00Z,,The City in the Middle of the Night,Charlie Jane Anders,Q96107494,2020,2,1,13,51.0,United States,trans woman
Q509662,2011-10-06T00:00:00Z,,Zone One,Colson Whitehead,Q17066538,2012,1,0,0,43.0,United States,male
Q509662,2016-08-02T00:00:00Z,48287641.0,The Underground Railroad,Colson Whitehead,Q27957817,2017,2,0,1,48.0,United States,male
Q5107557,2017-07-11T00:00:00Z,,Tropic of Kansas,Christopher Brown,Q131445143,2018,1,0,0,,,male
Q5107557,2019-08-13T00:00:00Z,,Rule of Capture,Christopher Brown,Q131382823,2020,1,0,1,,,male
Q5107557,2020-08-11T00:00:00Z,,Failed State,Christopher Brown,Q131382862,2021,1,0,2,,,male
Q5112544,1987-02-01T00:00:00Z,,Liege-Killer,Christopher Hinz,Q6544117,1988,1,0,0,37.0,United States,male
Q5235496,2008-01-01T00:00:00Z,,Superpowers,David J. Schwartz,Q122452550,2008,1,0,0,38.0,United States,male
Q5237187,2005-11-01T00:00:00Z,,Counting Heads,David Marusek,Q5177140,2006,1,0,6,55.0,United States,male
Q5238842,1984-11-01T00:00:00Z,,Emergence,David R. Palmer,Q5370535,1985,2,0,4,44.0,United States,male
Q524579,2010-09-01T00:00:00Z,9886333.0,The Quantum Thief,Hannu Rajaniemi,Q6303649,2011,1,0,0,33.0,Finland,male
Q524579,2012-09-27T00:00:00Z,,The Fractal Prince,Hannu Rajaniemi,Q11859870,2013,2,0,3,35.0,Finland,male
Q524579,2014-07-01T00:00:00Z,,The Causal Angel,Hannu Rajaniemi,Q18205890,2015,1,0,5,37.0,Finland,male
Q526761,2014-04-08T00:00:00Z,25807847.0,The First Fifteen Lives of Harry August,Catherine Webb,Q24037175,2015,0,1,0,29.0,United Kingdom,female
Q5300286,1991-11-01T00:00:00Z,,The Trinity Paradox,Doug Beason,Q7770233,1992,1,0,0,39.0,United States,male
Q5300286,1993-02-01T00:00:00Z,,Assemblers of Infinity,Doug Beason,Q4808643,1993,2,0,1,40.0,United States,male
Q53411010,2018-05-01T00:00:00Z,56364137.0,The Poppy War,R.F. Kuang,Q56491386,2018,2,0,0,22.0,People's Republic of China,female
Q53411010,2022-08-23T00:00:00Z,,Babel,R.F. Kuang,Q114310172,2023,1,1,3,27.0,People's Republic of China,female
Q534376,2016-01-21T00:00:00Z,,Occupy Me,Tricia Sullivan,Q131382359,2017,2,0,2,49.0,United States,female
Q5344277,2012-08-01T00:00:00Z,,Fate of Worlds,Edward M. Lerner,Q20926301,2013,1,0,0,64.0,United States,male
Q5350343,2011-07-01T00:00:00Z,,Heart of Iron,Ekaterina Sedia,Q131382178,2012,1,0,4,42.0,Russia,female
Q5354218,1991-04-01T00:00:00Z,,A Woman of the Iron People,Eleanor Arnason,Q4660767,1992,2,0,0,50.0,United States,female
Q5354218,1993-01-01T00:00:00Z,,Ring of Swords,Eleanor Arnason,Q122674530,1994,1,0,2,52.0,United States,female
Q53671073,2019-04-23T00:00:00Z,,The Book of Flora,Meg Elison,Q131382809,2020,1,0,1,38.0,,female
Q537473,1980-01-01T00:00:00Z,,First Channel,Jean Lorrah,Q131374931,1981,1,0,0,41.0,United States,female
Q537473,1980-01-01T00:00:00Z,,First Channel,Jean Lorrah,Q131374931,1981,1,0,0,43.0,United States,female
Q537898,1996-09-01T00:00:00Z,16050.0,The Golden Key,Melanie Rawn,Q7737067,1997,1,0,3,43.0,United States,female
Q539418,1993-01-01T00:00:00Z,,Lord of the Two Lands,Judith Tarr,Q131415624,1994,1,0,3,39.0,United States,female
Q541088,2017-07-11T00:00:00Z,,Bannerless,Carrie Vaughn,Q117148972,2018,1,0,6,45.0,United States,female
Q541088,2018-07-17T00:00:00Z,,The Wild Dead,Carrie Vaughn,Q131382771,2019,1,0,8,46.0,United States,female
Q5423959,1984-02-01T00:00:00Z,,Star Rebel,F. M. Busby,Q131375520,1985,1,0,1,64.0,United States,male
Q5423959,1986-08-01T00:00:00Z,,Rebels' Seed,F. M. Busby,Q131376069,1987,1,0,2,66.0,United States,male
Q547414,1958-01-01T00:00:00Z,,Who?,Algis Budrys,Q3414362,1959,1,0,2,28.0,Prussia,male
Q547414,1960-01-01T00:00:00Z,,Rogue Moon,Algis Budrys,Q3305686,1961,1,0,4,30.0,Prussia,male
Q547414,1977-07-01T00:00:00Z,,Michaelmas,Algis Budrys,Q6835650,1978,1,0,8,47.0,Prussia,male
Q547414,1993-03-01T00:00:00Z,,Hard Landing,Algis Budrys,Q122452537,1993,2,0,11,62.0,Prussia,male
Q548156,1986-01-01T00:00:00Z,2640708.0,A Door into Ocean,Joan Slonczewski,Q4656557,1987,0,1,1,31.0,United States,female
Q548156,1998-09-01T00:00:00Z,117081.0,The Children Star,Joan Slonczewski,Q1031337,1999,1,0,2,43.0,United States,female
Q5482492,2023-10-03T00:00:00Z,,Cahokia Jazz,Francis Spufford,Q127514388,2024,1,0,0,60.0,,male
Q550449,1959-01-01T00:00:00Z,,The Pirates of Zan,Murray Leinster,Q18393643,1960,1,0,0,64.0,United States,male
Q550614,1972-06-01T00:00:00Z,,What Entropy Means to Me,George Alec Effinger,Q122452518,1972,1,0,0,25.0,United States,male
Q550614,1987-01-01T00:00:00Z,127822.0,When Gravity Fails,George Alec Effinger,Q3115799,1988,3,0,12,41.0,United States,male
Q550614,1989-06-01T00:00:00Z,,A Fire in the Sun,George Alec Effinger,Q3404279,1990,2,0,18,43.0,United States,male
Q5512567,2012-06-19T00:00:00Z,18330291.0,Alif the Unseen,G. Willow Wilson,Q64167557,2013,1,1,0,31.0,United States,female
Q5522892,2018-02-01T00:00:00Z,,Embers of War,Gareth L. Powell,Q131382758,2019,1,0,0,49.0,United Kingdom,male
Q5522892,2019-02-19T00:00:00Z,,Fleet of Knives,Gareth L. Powell,Q131382793,2020,1,0,2,50.0,United Kingdom,male
Q5522892,2023-04-11T00:00:00Z,,Descendant Machine,Gareth L. Powell,Q131382907,2024,1,0,5,54.0,United Kingdom,male
Q55589769,2018-02-06T00:00:00Z,,Semiosis,Sue Burke,Q85624939,2019,1,0,0,64.0,United States,female
Q55723235,2011-11-08T00:00:00Z,,Seed,Rob Ziegler,Q131445176,2012,1,0,0,,,male
Q55756656,2017-11-14T00:00:00Z,53299478.0,The City of Brass,Shannon A. Chakraborty,Q60787839,2018,1,0,0,33.0,United States,female
Q55756656,2023-02-28T00:00:00Z,,The Adventures of Amina al-Sirafi,Shannon A. Chakraborty,Q122834958,2024,1,0,2,39.0,United States,female
Q558138,2007-07-24T00:00:00Z,,Bad Monkeys,Matt Ruff,Q798732,2008,2,0,1,43.0,United States,male
Q558138,2016-02-16T00:00:00Z,,Lovecraft Country,Matt Ruff,Q30608520,2017,1,0,3,52.0,United States,male
Q559409,1967-07-01T00:00:00Z,255340.0,Chthon,Piers Anthony,Q4501974,1967,2,0,0,33.0,United Kingdom,male
Q559409,1969-01-01T00:00:00Z,,Macroscope,Piers Anthony,Q6725637,1970,1,0,3,36.0,United Kingdom,male
Q56192533,2018-06-26T00:00:00Z,52833355.0,Trail of Lightning,Rebecca Roanhorse,Q83431075,2019,3,0,5,48.0,United States,female
Q56192533,2020-10-13T00:00:00Z,,Black Sun,Rebecca Roanhorse,Q130612923,2020,2,0,6,49.0,United States,female
Q56209299,2022-01-25T00:00:00Z,,Goliath,Tochi Onyebuchi,Q111442660,2023,1,0,5,36.0,United States,male
Q56209521,2021-06-08T00:00:00Z,75502430.0,The Jasmine Throne,Tasha Suri,Q111169273,2022,0,1,2,,United Kingdom,female
Q56216426,2020-05-05T00:00:00Z,,Driving the Deep,Suzanne Palmer,Q131382855,2021,1,0,4,,United States,female
Q56557369,1995-08-01T00:00:00Z,,Testament,Valerie J. Freireich,Q131376743,1996,1,0,1,44.0,United States,female
Q56850002,2020-02-18T00:00:00Z,,Bridge 108,Anne Charnock,Q131382850,2021,1,0,0,67.0,United Kingdom,female
Q57380073,2018-07-10T00:00:00Z,,Deep Roots,Ruthanna Emrys,Q115940972,2019,1,0,2,,,female
Q575345,1982-08-12T00:00:00Z,,Nor Crystal Tears,Alan Dean Foster,Q7050019,1983,1,0,1,37.0,United States,male
Q578031,1973-02-01T00:00:00Z,,King David's Spaceship,Jerry Pournelle,Q6411423,1982,1,0,16,49.0,United States,male
Q578031,1974-11-01T00:00:00Z,2190500.0,The Mote in God's Eye,Jerry Pournelle,Q1190888,1975,2,0,3,42.0,United States,male
Q578031,1976-05-01T00:00:00Z,2015541.0,Inferno,Jerry Pournelle,Q4040445,1976,2,0,7,43.0,United States,male
Q578031,1977-01-01T00:00:00Z,1842237.0,Lucifer's Hammer,Jerry Pournelle,Q471741,1978,2,0,12,45.0,United States,male
Q578031,1979-06-01T00:00:00Z,2530397.0,Janissaries,Jerry Pournelle,Q6154663,1980,1,0,14,47.0,United States,male
Q578031,1981-08-01T00:00:00Z,910180.0,Oath of Fealty,Jerry Pournelle,Q7074477,1982,1,0,16,49.0,United States,male
Q578031,1985-05-12T00:00:00Z,1913289.0,Footfall,Jerry Pournelle,Q2652159,1986,2,0,18,53.0,United States,male
Q578031,1987-05-01T00:00:00Z,964795.0,The Legacy of Heorot,Jerry Pournelle,Q589959,1988,1,0,20,55.0,United States,male
Q578031,1993-02-01T00:00:00Z,,The Gripping Hand,Jerry Pournelle,Q7738320,1994,1,0,21,61.0,United States,male
Q58045802,2016-11-15T00:00:00Z,,Rosewater,Tade Thompson,Q65643770,2017,2,0,0,67.0,United Kingdom,male
Q58045802,2019-03-12T00:00:00Z,,The Rosewater Insurrection,Tade Thompson,Q119774478,2020,1,0,5,70.0,United Kingdom,male
Q58045802,2019-10-15T00:00:00Z,,The Rosewater Redemption,Tade Thompson,Q120569227,2020,1,0,5,70.0,United Kingdom,male
Q58045802,2021-10-26T00:00:00Z,,Far from the Light of Heaven,Tade Thompson,Q111604570,2022,1,0,9,72.0,United Kingdom,male
Q58640138,2019-03-26T00:00:00Z,59457173.0,A Memory Called Empire,Arkady Martine,Q82566838,2020,2,1,2,35.0,United States,female
Q58640138,2021-03-02T00:00:00Z,61309907.0,A Desolation Called Peace,Arkady Martine,Q105722561,2022,1,2,7,37.0,United States,female
Q586756,1961-01-01T00:00:00Z,,Second Ending,James White,Q4014872,1962,1,0,0,34.0,United Kingdom,male
Q586756,1963-01-01T00:00:00Z,,The Escape Orbit,James White,Q3896637,1965,1,0,1,37.0,United Kingdom,male
Q586756,1987-07-01T00:00:00Z,,Code Blue – Emergency,James White,Q5140010,1988,1,0,6,60.0,United Kingdom,male
Q588653,2000-03-01T00:00:00Z,6187751.0,Ashes of Victory,David Weber,Q3231336,2001,1,0,0,49.0,United States,male
Q5968748,1971-01-01T00:00:00Z,,Half Past Human,T. J. Bass,Q5641738,1971,1,0,0,39.0,United States,male
Q5968748,1974-01-01T00:00:00Z,1787034.0,The Godwhale,T. J. Bass,Q7736949,1974,1,0,1,42.0,United States,male
Q5971711,2006-03-01T00:00:00Z,,Babylon,Richard Calder,Q131381648,2007,1,0,2,51.0,United Kingdom,male
Q601304,1992-09-01T00:00:00Z,,Æstival Tide,Elizabeth Hand,Q131376625,1993,1,0,2,36.0,United States,female
Q601304,1994-09-01T00:00:00Z,,Waking the Moon,Elizabeth Hand,Q7961182,1995,1,0,4,38.0,United States,female
Q601304,1997-03-01T00:00:00Z,,Glimmering,Elizabeth Hand,Q131376802,1998,1,0,6,41.0,United States,female
Q6055713,2017-11-02T00:00:00Z,,The Wrong Stars,Tim Pratt,Q131382752,2018,1,0,8,42.0,United States,male
Q6055713,2018-09-04T00:00:00Z,,The Dreaming Stars,Tim Pratt,Q131382776,2019,1,0,9,43.0,United States,male
Q6055713,2019-10-08T00:00:00Z,,The Forbidden Stars,Tim Pratt,Q131382847,2020,1,0,10,44.0,United States,male
Q6055713,2021-01-12T00:00:00Z,,Doors of Sleep,Tim Pratt,Q131382880,2022,1,0,11,46.0,United States,male
Q607588,2014-01-01T00:00:00Z,25696480.0,The Three-Body Problem,Liu Cixin,Q607112,2015,3,1,1,52.0,People's Republic of China,male
Q607588,2015-01-01T00:00:00Z,42713958.0,The Dark Forest,Liu Cixin,Q607276,2016,1,0,2,53.0,People's Republic of China,male
Q607588,2016-09-20T00:00:00Z,18520265.0,Death's End,Liu Cixin,Q607511,2017,1,1,3,54.0,People's Republic of China,male
Q610567,2020-04-14T00:00:00Z,,The Book of Koli,Mike Carey,Q108325525,2021,1,0,2,62.0,United Kingdom,male
Q610567,2023-03-28T00:00:00Z,,Infinity Gate,Mike Carey,Q131382906,2024,1,0,3,65.0,United Kingdom,male
Q6112002,1984-10-01T00:00:00Z,,The Man Who Melted,Jack Dann,Q122452528,1984,2,0,14,39.0,United States,male
Q6130122,2020-04-28T00:00:00Z,,Ghost Species,James Bradley,Q131382858,2021,1,0,0,54.0,Australia,male
Q6130903,2014-01-01T00:00:00Z,,A Darkling Sea,James Cambias,Q131445233,2015,1,0,1,49.0,United States,male
Q6133473,2009-04-01T00:00:00Z,,Blood of Ambrose,James Enge,Q131445234,2010,1,0,0,50.0,,male
Q6142591,2011-06-02T00:00:00Z,13730452.0,Leviathan Wakes,James S. A. Corey,Q6535598,2012,2,0,0,,,
Q6142591,2012-06-07T00:00:00Z,17606541.0,Caliban's War,James S. A. Corey,Q5019811,2013,1,0,2,,,
Q6142591,2013-06-04T00:00:00Z,17606564.0,Abaddon's Gate,James S. A. Corey,Q17000766,2014,1,1,3,,,
Q6142591,2014-06-05T00:00:00Z,26109318.0,Cibola Burn,James S. A. Corey,Q19610145,2015,1,0,4,,,
Q6142591,2015-06-02T00:00:00Z,42456264.0,Nemesis Games,James S. A. Corey,Q19894682,2016,1,0,5,,,
Q6142591,2016-12-06T00:00:00Z,45754030.0,Babylon's Ashes,James S. A. Corey,Q22074947,2017,1,0,7,,,
Q6142591,2017-12-05T00:00:00Z,,Persepolis Rising,James S. A. Corey,Q48772056,2018,1,0,9,,,
Q6142591,2021-11-30T00:00:00Z,48382891.0,Leviathan Falls,James S. A. Corey,Q107316509,2022,1,1,10,,,
Q6147750,1999-01-01T00:00:00Z,,Tower of Dreams,Jamil Nasir,Q131380923,2000,1,0,1,45.0,United States,male
Q6147750,2000-03-01T00:00:00Z,,Distance Haze,Jamil Nasir,Q131380959,2001,1,0,2,46.0,United States,male
Q6153517,1980-03-27T00:00:00Z,,Dream Dancer,Janet Morris,Q5306348,1982,1,0,1,36.0,United States,female
Q6163423,2021-01-01T00:00:00Z,,Plague Birds,Jason Sanford,Q122452566,2021,1,0,0,120.0,United States,male
Q6209124,1988-10-01T00:00:00Z,,The Company Man,Joe Clifford Faust,Q131376352,1989,1,0,1,32.0,United States,male
Q6221049,1983-01-01T00:00:00Z,,The Birth of the People's Republic of Antarctica,John Batchelor,Q131375507,1984,2,0,0,36.0,United States,male
Q6230938,1990-01-01T00:00:00Z,,Redshift Rendezvous,John E. Stith,Q122452534,1990,2,0,0,43.0,United States,male
Q6303580,1991-01-01T00:00:00Z,,The Ragged World,Judith Moffett,Q131376568,1992,1,0,10,50.0,United States,female
Q6357011,2011-01-18T00:00:00Z,,God's War,Kameron Hurley,Q43480368,2011,1,0,0,31.0,United States,female
