author_qid,pubDate,goodreads_id,title,authorLabel,work_qid,year,n_nom,n_win,awards_as_of_year,age,birth_country,gender
Q202122,2005-10-20T00:00:00Z,,Orphans of Chaos,John C. Wright,Q7103952,2005,1,0,4,44.0,United States,male
Q202122,2015-07-03T00:00:00Z,,Somewhither,John C. Wright,Q131382351,2016,1,0,15,55.0,United States,male
Q203068,2000-07-01T00:00:00Z,,Hunted,James Alan Gardner,Q16386156,2001,1,0,4,46.0,Canada,male
Q2061542,1982-10-01T00:00:00Z,,The Fall of the Shell,Paul Osborne Williams,Q131375460,1983,1,0,1,48.0,,male
Q20638849,2014-05-06T00:00:00Z,,The Bees,Laline Paull,Q127613403,2015,1,0,0,15.0,United Kingdom,female
Q2079223,2003-01-01T00:00:00Z,,Spondulix: A Romance of Hoboken,Paul Di Filippo,Q131381604,2005,1,0,16,51.0,United States,male
Q2092466,2006-06-27T00:00:00Z,2116675.0,The Lies of Locke Lamora,Scott Lynch,Q1608505,2007,1,0,0,29.0,United States,male
Q210059,1990-05-01T00:00:00Z,4110990.0,Good Omens,Neil Gaiman,Q1052459,1991,1,0,0,31.0,United Kingdom,male
Q210059,1990-05-01T00:00:00Z,4110990.0,Good Omens,Neil Gaiman,Q1052459,1991,1,0,0,31.0,United Kingdom,male
Q210059,2001-07-01T00:00:00Z,1970226.0,American Gods,Neil Gaiman,Q430514,2002,1,2,3,42.0,United Kingdom,male
Q210059,2008-09-30T00:00:00Z,2219449.0,The Graveyard Book,Neil Gaiman,Q1168659,2009,1,1,8,49.0,United Kingdom,male
Q210059,2013-01-01T00:00:00Z,21500681.0,The Ocean at the End of the Lane,Neil Gaiman,Q14548336,2013,2,0,10,53.0,United Kingdom,male
Q210059,2013-01-01T00:00:00Z,21500681.0,The Ocean at the End of the Lane,Neil Gaiman,Q14548336,2013,2,0,10,53.0,United Kingdom,male
Q210059,2013-06-18T00:00:00Z,21500681.0,The Ocean at the End of the Lane,Neil Gaiman,Q14548336,2013,2,0,10,53.0,United Kingdom,male
Q210059,2013-06-18T00:00:00Z,21500681.0,The Ocean at the End of the Lane,Neil Gaiman,Q14548336,2013,2,0,10,53.0,United Kingdom,male
Q210059,,4110990.0,Good Omens,Neil Gaiman,Q1052459,1991,1,0,0,31.0,United Kingdom,male
Q210059,,4110990.0,Good Omens,Neil Gaiman,Q1052459,1991,1,0,0,31.0,United Kingdom,male
Q21066566,2015-07-14T00:00:00Z,,Dark Orbit,Carolyn Ives Gilman,Q131382336,2016,1,0,10,62.0,,female
Q21512147,2019-07-02T00:00:00Z,53184096.0,Wanderers,Chuck Wendig,Q96650197,2020,1,0,1,44.0,United States,male
Q21642356,2021-09-14T00:00:00Z,56304414.0,The Actual Star,Monica Byrne,Q109942843,2022,1,0,2,41.0,United States,female
Q216896,,,Black Genesis,L. Ron Hubbard,Q3209152,1987,1,0,0,76.0,United States,male
Q217110,1979-07-01T00:00:00Z,,A Planet Called Treason,Orson Scott Card,Q780585,1980,1,0,7,29.0,United States,male
Q217110,1980-07-01T00:00:00Z,,Songmaster,Orson Scott Card,Q3234507,1981,1,0,13,30.0,United States,male
Q217110,1985-01-01T00:00:00Z,2422333.0,Ender's Game,Orson Scott Card,Q816016,1986,1,2,17,35.0,United States,male
Q217110,1986-03-01T00:00:00Z,2327777.0,Speaker for the Dead,Orson Scott Card,Q2291295,1987,1,3,21,36.0,United States,male
Q217110,1987-07-01T00:00:00Z,2771466.0,Seventh Son,Orson Scott Card,Q3142271,1988,2,0,24,37.0,United States,male
Q217110,1988-01-01T00:00:00Z,98069.0,Red Prophet,Orson Scott Card,Q3226029,1988,2,0,24,37.0,United States,male
Q217110,1989-02-01T00:00:00Z,,Prentice Alvin,Orson Scott Card,Q3089022,1989,2,0,29,38.0,United States,male
Q217110,1991-08-01T00:00:00Z,1150594.0,Xenocide,Orson Scott Card,Q2915294,1992,2,0,38,41.0,United States,male
Q217110,1992-03-01T00:00:00Z,4092.0,The Memory of Earth,Orson Scott Card,Q3234544,1993,1,0,40,42.0,United States,male
Q217110,1993-01-01T00:00:00Z,1923648.0,The Call of Earth,Orson Scott Card,Q3234516,1994,1,0,42,43.0,United States,male
Q217110,1996-08-01T00:00:00Z,1959402.0,Children of the Mind,Orson Scott Card,Q2608698,1997,1,0,43,46.0,United States,male
Q217110,1999-09-01T00:00:00Z,3145587.0,Ender's Shadow,Orson Scott Card,Q2746500,2000,1,0,46,49.0,United States,male
Q217110,2001-01-01T00:00:00Z,2528139.0,Shadow of the Hegemon,Orson Scott Card,Q2915310,2002,1,0,50,51.0,United States,male
Q217110,2002-08-09T00:00:00Z,2393951.0,Shadow Puppets,Orson Scott Card,Q2915295,2003,1,0,51,52.0,United States,male
Q217110,2005-03-10T00:00:00Z,4088.0,Shadow of the Giant,Orson Scott Card,Q2915291,2006,1,0,53,55.0,United States,male
Q220078,1976-01-01T00:00:00Z,,The Alteration,Kingsley Amis,Q7713244,1977,0,1,0,55.0,United Kingdom,male
Q22087901,2021-09-28T00:00:00Z,,Light From Uncommon Stars,Ryka Aoki,Q111914310,2022,1,0,0,,,female
Q22087901,2021-09-28T00:00:00Z,,Light From Uncommon Stars,Ryka Aoki,Q111914310,2022,1,0,0,,,trans woman
Q220883,1958-08-01T00:00:00Z,3063880.0,The Enemy Stars,Poul Anderson,Q18208798,1959,1,0,0,33.0,United States,male
Q220883,1960-07-01T00:00:00Z,,The High Crusade,Poul Anderson,Q2560269,1961,1,0,1,35.0,United States,male
Q220883,1965-01-01T00:00:00Z,,The Star Fox,Poul Anderson,Q4189821,1965,1,0,2,39.0,United States,male
Q220883,1970-01-01T00:00:00Z,,Tau Zero,Poul Anderson,Q1968531,1971,1,0,7,45.0,United States,male
Q220883,1971-09-01T00:00:00Z,,The Byworlder,Poul Anderson,Q122452516,1971,1,0,7,45.0,United States,male
Q220883,1972-09-01T00:00:00Z,,There Will Be Time,Poul Anderson,Q4313991,1973,1,0,12,47.0,United States,male
Q220883,1973-02-01T00:00:00Z,,The People of the Wind,Poul Anderson,Q3225561,1973,2,0,12,47.0,United States,male
Q220883,1974-03-01T00:00:00Z,,A Midsummer Tempest,Poul Anderson,Q4658233,1975,2,0,18,49.0,United States,male
Q220883,1974-11-01T00:00:00Z,,Fire Time,Poul Anderson,Q1239229,1975,1,0,18,49.0,United States,male
Q220883,1977-01-01T00:00:00Z,,Mirkheim,Poul Anderson,Q122581066,1978,1,0,23,52.0,United States,male
Q220883,1983-03-01T00:00:00Z,1837960.0,Orion Shall Rise,Poul Anderson,Q7102801,1984,1,0,31,58.0,United States,male
Q220883,1989-11-01T00:00:00Z,,The Boat of a Million Years,Poul Anderson,Q7718935,1990,3,0,34,64.0,United States,male
Q220883,1993-08-01T00:00:00Z,,Harvest of Stars,Poul Anderson,Q131376633,1994,1,0,38,68.0,United States,male
Q220883,1994-08-01T00:00:00Z,,The Stars Are Also Fire,Poul Anderson,Q131376686,1995,1,0,39,69.0,United States,male
Q220883,1997-03-01T00:00:00Z,,The Fleet of Stars,Poul Anderson,Q131376801,1998,1,0,41,72.0,United States,male
Q220883,1998-11-01T00:00:00Z,,Starfarers,Poul Anderson,Q7601814,1999,1,0,42,73.0,United States,male
Q220883,2000-02-01T00:00:00Z,,Genesis,Poul Anderson,Q20050124,2001,0,1,42,75.0,United States,male
Q2287595,2014-01-16T00:00:00Z,,Wolves,Simon Ings,Q131382279,2015,2,0,1,50.0,,male
Q229369,1986-08-01T00:00:00Z,2792.0,The Warrior's Apprentice,Lois McMaster Bujold,Q676256,1987,1,0,0,38.0,United States,female
Q229369,1988-04-01T00:00:00Z,2277408.0,Falling Free,Lois McMaster Bujold,Q2703898,1989,2,1,3,40.0,United States,female
Q229369,1989-01-01T00:00:00Z,1808918.0,Brothers in Arms,Lois McMaster Bujold,Q2421826,1989,1,0,3,40.0,United States,female
Q229369,1990-09-01T00:00:00Z,1129239.0,The Vor Game,Lois McMaster Bujold,Q3655248,1991,1,1,9,42.0,United States,female
Q229369,1991-07-01T00:00:00Z,3036422.0,Barrayar,Lois McMaster Bujold,Q2419894,1992,1,2,12,43.0,United States,female
Q229369,1994-03-01T00:00:00Z,287351.0,Mirror Dance,Lois McMaster Bujold,Q2884527,1995,0,2,13,46.0,United States,female
Q229369,1996-01-01T00:00:00Z,2802.0,Cetaganda,Lois McMaster Bujold,Q2253255,1997,1,0,13,48.0,United States,female
Q229369,1996-01-01T00:00:00Z,3036720.0,Memory,Lois McMaster Bujold,Q3305528,1997,3,0,13,48.0,United States,female
Q229369,1996-01-01T00:00:00Z,3036720.0,Memory,Lois McMaster Bujold,Q3305528,1997,3,0,13,48.0,United States,female
Q229369,1996-10-01T00:00:00Z,3036720.0,Memory,Lois McMaster Bujold,Q3305528,1997,3,0,13,48.0,United States,female
Q229369,1996-10-01T00:00:00Z,3036720.0,Memory,Lois McMaster Bujold,Q3305528,1997,3,0,13,48.0,United States,female
Q229369,1998-06-01T00:00:00Z,1129294.0,Komarr,Lois McMaster Bujold,Q594567,1999,1,0,17,50.0,United States,female
Q229369,1999-09-01T00:00:00Z,1093445.0,A Civil Campaign,Lois McMaster Bujold,Q2759020,2000,3,0,18,51.0,United States,female
Q229369,2001-08-01T00:00:00Z,1129349.0,The Curse of Chalion,Lois McMaster Bujold,Q2665745,2002,2,0,21,53.0,United States,female
Q229369,2002-05-01T00:00:00Z,2511259.0,Diplomatic Immunity,Lois McMaster Bujold,Q3149129,2003,2,0,23,54.0,United States,female
Q229369,2003-09-23T00:00:00Z,819610.0,Paladin of Souls,Lois McMaster Bujold,Q942972,2004,0,2,25,55.0,United States,female
Q229369,2010-10-19T00:00:00Z,10621859.0,Cryoburn,Lois McMaster Bujold,Q3005722,2011,2,0,27,62.0,United States,female
Q229369,2012-11-06T00:00:00Z,,Captain Vorpatril's Alliance,Lois McMaster Bujold,Q5036850,2013,2,0,29,64.0,United States,female
Q22957871,2023-03-21T00:00:00Z,,Biography of X,Catherine Lacey,Q117443239,2024,1,0,0,39.0,United States,female
Q22958205,2021-05-11T00:00:00Z,,Black Water Sister,Zen Cho,Q116693001,2022,1,0,5,36.0,,female
Q2305628,1968-07-01T00:00:00Z,2160570.0,Rite of Passage,Alexei Panshin,Q3433284,1969,1,1,0,29.0,United States,male
Q232772,2004-09-08T00:00:00Z,,Jonathan Strange & Mr Norrell,Susanna Clarke,Q1474920,2005,1,2,1,46.0,United Kingdom,female
Q232772,2020-09-15T00:00:00Z,73586702.0,Piranesi,Susanna Clarke,Q99434216,2021,3,0,5,62.0,United Kingdom,female
Q233046,1971-05-01T00:00:00Z,2000164.0,Dragonquest,Anne McCaffrey,Q2976056,1972,1,0,4,46.0,United States,female
Q233046,1971-05-01T00:00:00Z,2000164.0,Dragonquest,Anne McCaffrey,Q2976056,1972,1,0,4,46.0,United States,female
Q233046,1971-05-01T00:00:00Z,6614581.0,Dragonquest,Anne McCaffrey,Q2976056,1972,1,0,4,46.0,United States,female
Q233046,1971-05-01T00:00:00Z,6614581.0,Dragonquest,Anne McCaffrey,Q2976056,1972,1,0,4,46.0,United States,female
Q233046,1977-02-01T00:00:00Z,2971170.0,Dragonsinger,Anne McCaffrey,Q3207217,1978,1,0,7,52.0,United States,female
Q233046,1978-06-01T00:00:00Z,2886933.0,The White Dragon,Anne McCaffrey,Q3222431,1979,1,0,8,53.0,United States,female
Q233046,1979-02-01T00:00:00Z,,Dragondrums,Anne McCaffrey,Q3235696,1980,1,0,10,54.0,United States,female
Q233046,1982-02-01T00:00:00Z,1173956.0,Crystal Singer,Anne McCaffrey,Q5191354,1983,1,0,11,57.0,United States,female
Q233046,1983-10-01T00:00:00Z,3419.0,Moreta: Dragonlady of Pern,Anne McCaffrey,Q3208081,1984,2,0,12,58.0,United States,female
Q233046,1988-10-01T00:00:00Z,3310352.0,Dragonsdawn,Anne McCaffrey,Q2737699,1989,2,0,15,63.0,United States,female
Q233046,1989-10-01T00:00:00Z,555.0,The Renegades of Pern,Anne McCaffrey,Q4340237,1990,1,0,16,64.0,United States,female
Q233046,1990-08-01T00:00:00Z,,The Rowan,Anne McCaffrey,Q7761643,1991,1,0,17,65.0,United States,female
Q233046,1990-12-01T00:00:00Z,,Pegasus in Flight,Anne McCaffrey,Q7160597,1991,1,0,17,65.0,United States,female
Q233046,1991-09-19T00:00:00Z,2341135.0,All the Weyrs of Pern,Anne McCaffrey,Q3535595,1992,2,0,19,66.0,United States,female
Q233046,1992-11-01T00:00:00Z,,Crystal Line,Anne McCaffrey,Q131376617,1993,1,0,21,67.0,United States,female
Q233046,1993-07-01T00:00:00Z,,Powers That Be,Anne McCaffrey,Q131376643,1994,1,0,22,68.0,United States,female
Q233046,1994-09-06T00:00:00Z,1104950.0,The Dolphins of Pern,Anne McCaffrey,Q3231919,1995,1,0,23,69.0,United States,female
Q233584,2019-05-28T00:00:00Z,65720818.0,Frankissstein,Jeanette Winterson,Q85761958,2020,1,0,0,61.0,United Kingdom,female
Q234030,1977-03-01T00:00:00Z,,Hunter of Worlds,C. J. Cherryh,Q5944644,1978,1,0,1,36.0,United States,female
Q234030,1978-03-01T00:00:00Z,,The Faded Sun: Kesrith,C. J. Cherryh,Q122424910,1978,2,0,1,36.0,United States,female
Q234030,1979-10-01T00:00:00Z,,The Faded Sun: Kutath,C. J. Cherryh,Q131345449,1980,1,0,8,38.0,United States,female
Q234030,1980-05-01T00:00:00Z,1185227.0,Serpent's Reach,C. J. Cherryh,Q7455078,1981,1,0,10,39.0,United States,female
Q234030,1981-02-01T00:00:00Z,55573.0,Downbelow Station,C. J. Cherryh,Q1751584,1982,1,1,11,40.0,United States,female
Q234030,1981-08-01T00:00:00Z,,Wave Without a Shore,C. J. Cherryh,Q46590021,1982,1,0,11,40.0,United States,female
Q234030,1982-01-01T00:00:00Z,,The Pride of Chanur,C. J. Cherryh,Q57272114,1983,3,0,17,41.0,United States,female
Q234030,1982-07-01T00:00:00Z,,Merchanter's Luck,C. J. Cherryh,Q16386980,1983,1,0,17,41.0,United States,female
Q234030,1983-10-01T00:00:00Z,,Forty Thousand in Gehenna,C. J. Cherryh,Q3790023,1984,1,0,21,42.0,United States,female
Q234030,1984-10-01T00:00:00Z,,Chanur's Venture,C. J. Cherryh,Q131375943,1985,1,0,24,43.0,United States,female
Q234030,1985-03-01T00:00:00Z,858417.0,Cuckoo's Egg,C. J. Cherryh,Q3205842,1986,2,0,26,44.0,United States,female
Q234030,1985-05-01T00:00:00Z,,The Kif Strike Back,C. J. Cherryh,Q131376008,1986,1,0,26,44.0,United States,female
Q234030,1986-08-01T00:00:00Z,,Chanur's Homecoming,C. J. Cherryh,Q131376192,1987,1,0,31,45.0,United States,female
Q234030,1988-05-01T00:00:00Z,,Cyteen,C. J. Cherryh,Q356107,1989,0,2,32,47.0,United States,female
Q234030,1989-06-01T00:00:00Z,,Rimrunners,C. J. Cherryh,Q7334502,1990,1,0,34,48.0,United States,female
Q234030,1991-06-01T00:00:00Z,,Heavy Time,C. J. Cherryh,Q125817635,1992,1,0,36,50.0,United States,female
Q234030,1992-06-01T00:00:00Z,,Hellburner,C. J. Cherryh,Q131376612,1993,1,0,37,51.0,United States,female
Q234030,1992-08-01T00:00:00Z,,Chanur's legacy,C. J. Cherryh,Q125817634,1993,1,0,37,51.0,United States,female
Q234030,1994-02-01T00:00:00Z,,Foreigner,C. J. Cherryh,Q27763467,1995,1,0,40,53.0,United States,female
Q234030,1994-09-01T00:00:00Z,,Tripoint,C. J. Cherryh,Q7843661,1995,1,0,40,53.0,United States,female
Q234030,1995-05-01T00:00:00Z,,Invader,C. J. Cherryh,Q27765618,1996,1,0,42,54.0,United States,female
Q234030,1996-04-01T00:00:00Z,,Inheritor,C. J. Cherryh,Q27791748,1997,1,0,44,55.0,United States,female
Q234030,1997-08-01T00:00:00Z,,Finity's End,C. J. Cherryh,Q5450418,1998,1,0,45,56.0,United States,female
Q234030,1999-11-01T00:00:00Z,,Precursor,C. J. Cherryh,Q27796013,2000,1,0,47,58.0,United States,female
Q234030,2001-11-01T00:00:00Z,,Defender,C. J. Cherryh,Q27825200,2002,1,0,50,60.0,United States,female
Q234030,2012-03-01T00:00:00Z,,Intruder,C. J. Cherryh,Q27887635,2013,1,0,51,71.0,United States,female
Q234030,2013-04-01T00:00:00Z,,Protector,C. J. Cherryh,Q27891159,2014,1,0,52,72.0,United States,female
Q234030,2015-04-01T00:00:00Z,,Tracker,C. J. Cherryh,Q27892869,2016,1,0,53,74.0,United States,female
Q234030,2016-04-01T00:00:00Z,,Visitor,C. J. Cherryh,Q27897598,2017,1,0,54,75.0,United States,female
Q234030,2018-01-01T00:00:00Z,,Emergence,C. J. Cherryh,Q50331931,2019,1,0,55,77.0,United States,female
Q234403,1992-06-01T00:00:00Z,,Alien Earth,Robin Hobb,Q17173494,1993,1,0,12,41.0,United States,female
Q234403,1992-06-01T00:00:00Z,,Alien Earth,Robin Hobb,Q17173494,1993,1,0,12,41.0,United States,female
Q234403,,,Alien Earth,Robin Hobb,Q17173494,1993,1,0,12,41.0,United States,female
Q234403,,,Alien Earth,Robin Hobb,Q17173494,1993,1,0,12,41.0,United States,female
Q234700,1987-05-01T00:00:00Z,,Lincoln's Dreams,Connie Willis,Q6550348,1988,0,1,15,43.0,United States,female
Q234700,1992-07-01T00:00:00Z,2439628.0,Doomsday Book,Connie Willis,Q2603313,1993,0,3,35,48.0,United States,female
Q234700,1994-12-01T00:00:00Z,1252560.0,Remake,Connie Willis,Q3424461,1996,1,0,39,51.0,United States,female
Q234700,1996-04-01T00:00:00Z,,Bellwether,Connie Willis,Q2891748,1997,1,0,40,52.0,United States,female
Q234700,1998-01-01T00:00:00Z,696.0,To Say Nothing of the Dog,Connie Willis,Q2719299,1999,1,2,44,54.0,United States,female
Q234700,2001-04-01T00:00:00Z,,Passage,Connie Willis,Q3367818,2002,3,1,46,57.0,United States,female
Q234700,2010-01-01T00:00:00Z,9735628.0,All Clear,Connie Willis,Q11681262,2011,1,3,55,66.0,United States,female
Q234700,2010-01-28T00:00:00Z,6697901.0,Blackout,Connie Willis,Q18366291,2011,1,3,55,66.0,United States,female
Q234700,2023-06-27T00:00:00Z,,The Road to Roswell,Connie Willis,Q131382915,2024,1,0,55,79.0,United States,female
Q234928,1985-02-01T00:00:00Z,,Brightness Falls from the Air,Alice Bradley Sheldon,Q29468815,1986,1,0,28,71.0,United States,female
Q235899,1963-01-01T00:00:00Z,1171819.0,Witch World,Andre Norton,Q3202276,1964,1,0,0,52.0,United States,female
Q23663952,2015-09-01T00:00:00Z,,Updraft,Fran Wilde,Q122452561,2015,1,0,0,43.0,United States,female
Q238438,1988-01-01T00:00:00Z,,An Alien Light,Nancy Kress,Q131376346,1989,1,0,8,41.0,United States,female
Q238438,1993-04-01T00:00:00Z,,Beggars in Spain,Nancy Kress,Q850150,1994,4,0,22,46.0,United States,female
Q238438,1994-10-01T00:00:00Z,66235.0,Beggars and Choosers,Nancy Kress,Q4880455,1995,3,0,29,47.0,United States,female
Q238438,1996-01-01T00:00:00Z,,Oaths and Miracles,Nancy Kress,Q131376751,1997,1,0,37,49.0,United States,female
Q238438,1996-11-01T00:00:00Z,,Beggars Ride,Nancy Kress,Q4880453,1997,1,0,37,49.0,United States,female
Q238438,1998-01-01T00:00:00Z,,Maximum Light,Nancy Kress,Q131380867,1999,1,0,41,51.0,United States,female
Q238438,2000-07-01T00:00:00Z,,Probability Moon,Nancy Kress,Q7246869,2001,1,0,45,53.0,United States,female
Q238438,2001-07-01T00:00:00Z,1824505.0,Probability Sun,Nancy Kress,Q7246870,2002,2,0,49,54.0,United States,female
Q238438,2002-09-01T00:00:00Z,,Probability Space,Nancy Kress,Q3908940,2003,1,1,52,55.0,United States,female
Q238438,2003-09-01T00:00:00Z,,Nothing Human,Nancy Kress,Q131381533,2004,1,0,54,56.0,United States,female
Q238438,2004-08-01T00:00:00Z,,Crucible,Nancy Kress,Q131381570,2005,1,0,56,57.0,United States,female
Q238438,2009-02-01T00:00:00Z,,Steal Across the Sky,Nancy Kress,Q131382108,2010,2,0,69,62.0,United States,female
Q238438,2017-07-11T00:00:00Z,,Tomorrow's Kin,Nancy Kress,Q131382745,2018,1,0,78,70.0,United States,female
Q238438,2018-03-01T00:00:00Z,,If Tomorrow Comes,Nancy Kress,Q131382759,2019,1,0,80,71.0,United States,female
Q238438,2020-05-05T00:00:00Z,,The Eleventh Gate,Nancy Kress,Q131382856,2021,1,0,81,73.0,United States,female
Q238702,1982-02-25T00:00:00Z,,Helliconia Spring,Brian Aldiss,Q4355719,1983,2,1,7,58.0,United Kingdom,male
Q238702,1983-11-17T00:00:00Z,,Helliconia Summer,Brian Aldiss,Q12729921,1984,1,0,10,59.0,United Kingdom,male
Q238702,1983-11-17T00:00:00Z,,Helliconia Summer,Brian Aldiss,Q12729921,1984,1,0,10,59.0,United Kingdom,male
Q238702,1985-01-01T00:00:00Z,,Helliconia Winter,Brian Aldiss,Q16651119,1985,2,0,11,60.0,United Kingdom,male
Q238702,1985-01-01T00:00:00Z,,Helliconia Winter,Brian Aldiss,Q16651119,1985,2,0,11,60.0,United Kingdom,male
Q238702,2007-03-01T00:00:00Z,,HARM,Brian Aldiss,Q131381657,2008,2,0,22,83.0,United Kingdom,male
Q238702,2012-12-01T00:00:00Z,,Finches of Mars,Brian Aldiss,Q131382252,2014,1,0,23,89.0,United Kingdom,male
Q238702,,,Helliconia Summer,Brian Aldiss,Q12729921,1984,1,0,10,59.0,United Kingdom,male
Q238702,,,Helliconia Summer,Brian Aldiss,Q12729921,1984,1,0,10,59.0,United Kingdom,male
Q238702,,,Helliconia Winter,Brian Aldiss,Q16651119,1985,2,0,11,60.0,United Kingdom,male
Q238702,,,Helliconia Winter,Brian Aldiss,Q16651119,1985,2,0,11,60.0,United Kingdom,male
Q2394387,1988-10-01T00:00:00Z,,"Sister Light, Sister Dark",Jane Yolen,Q122452533,1989,1,0,1,50.0,United States,female
Q2394387,1989-09-01T00:00:00Z,,White Jenna,Jane Yolen,Q122452535,1990,1,0,4,51.0,United States,female
Q2394387,1992-01-01T00:00:00Z,,Briar Rose,Jane Yolen,Q4965778,1992,2,0,6,53.0,United States,female
Q239739,1980-07-01T00:00:00Z,1330000.0,Wild Seed,Octavia E. Butler,Q8000801,1981,1,0,1,34.0,United States,female
Q239739,1984-03-01T00:00:00Z,,Clay's Ark,Octavia E. Butler,Q23307323,1985,1,0,3,38.0,United States,female
Q239739,1987-05-01T00:00:00Z,,Dawn,Octavia E. Butler,Q9321397,1988,1,0,5,41.0,United States,female
Q239739,1988-06-01T00:00:00Z,,Adulthood Rites,Octavia E. Butler,Q11889107,1989,1,0,8,42.0,United States,female
Q239739,1989-05-01T00:00:00Z,,Imago,Octavia E. Butler,Q11864746,1990,1,0,9,43.0,United States,female
Q239739,1993-10-01T00:00:00Z,59258.0,Parable of the Sower,Octavia E. Butler,Q3823447,1994,2,0,10,47.0,United States,female
Q239739,1998-11-01T00:00:00Z,249012.0,Parable of the Talents,Octavia E. Butler,Q3211325,1999,1,1,13,52.0,United States,female
Q240253,1953-01-01T00:00:00Z,988613.0,More Than Human,Theodore Sturgeon,Q845613,1954,0,1,0,36.0,United States,male
Q240253,,,Venus Plus X,Theodore Sturgeon,Q429159,1961,1,0,3,43.0,United States,male
Q240786,1990-01-01T00:00:00Z,,The Divide,Robert Charles Wilson,Q131376451,1991,1,0,3,38.0,United States,male
Q240786,1994-04-01T00:00:00Z,,Mysterium,Robert Charles Wilson,Q19947586,1995,1,0,4,42.0,United States,male
Q240786,1994-04-01T00:00:00Z,,Mysterium,Robert Charles Wilson,Q19947586,1995,1,0,4,42.0,United States,male
Q240786,1998-06-01T00:00:00Z,,Darwinia,Robert Charles Wilson,Q3016630,1999,2,0,5,46.0,United States,male
Q240786,1999-11-01T00:00:00Z,1656512.0,Bios,Robert Charles Wilson,Q803910,2000,1,0,9,47.0,United States,male
Q240786,1999-11-01T00:00:00Z,1656512.0,Bios,Robert Charles Wilson,Q803910,2000,1,0,9,47.0,United States,male
Q240786,2001-08-01T00:00:00Z,,The Chronoliths,Robert Charles Wilson,Q1099716,2002,2,1,11,49.0,United States,male
Q240786,2003-08-02T00:00:00Z,,Blind Lake,Robert Charles Wilson,Q2906615,2004,2,0,13,51.0,United States,male
Q240786,2005-04-01T00:00:00Z,,Spin,Robert Charles Wilson,Q2301398,2006,2,1,15,53.0,United States,male
Q240786,2007-09-01T00:00:00Z,,Axis,Robert Charles Wilson,Q1078499,2008,2,0,20,55.0,United States,male
Q240786,2009-06-23T00:00:00Z,,Julian Comstock: A Story of 22nd-Century America,Robert Charles Wilson,Q15731773,2010,3,0,21,57.0,United States,male
Q240786,2011-07-01T00:00:00Z,,Vortex,Robert Charles Wilson,Q3563140,2012,1,0,25,59.0,United States,male
Q240786,2013-11-05T00:00:00Z,,Burning Paradise,Robert Charles Wilson,Q131382270,2014,1,0,27,61.0,United States,male
Q240786,2016-12-06T00:00:00Z,,Last Year,Robert Charles Wilson,Q131382377,2017,1,0,28,64.0,United States,male
Q240786,,1656512.0,Bios,Robert Charles Wilson,Q803910,2000,1,0,9,47.0,United States,male
Q240786,,1656512.0,Bios,Robert Charles Wilson,Q803910,2000,1,0,9,47.0,United States,male
Q240786,,,Mysterium,Robert Charles Wilson,Q19947586,1995,1,0,4,42.0,United States,male
Q240786,,,Mysterium,Robert Charles Wilson,Q19947586,1995,1,0,4,42.0,United States,male
Q242162,1975-09-01T00:00:00Z,,The Exile Waiting,Vonda N. McIntyre,Q122452522,1975,1,0,5,27.0,United States,female
Q242162,1978-03-01T00:00:00Z,,Dreamsnake,Vonda N. McIntyre,Q598315,1979,0,2,12,31.0,United States,female
Q242162,1983-09-01T00:00:00Z,,Superluminal,Vonda N. McIntyre,Q97279628,1984,1,0,14,36.0,United States,female
Q242162,1997-09-01T00:00:00Z,,The Moon and the Sun,Vonda N. McIntyre,Q3210153,1998,0,1,18,50.0,United States,female
Q242643,2006-01-03T00:00:00Z,726205.0,His Majesty's Dragon,Naomi Novik,Q2335394,2007,1,0,0,34.0,United States,female
Q242643,2015-05-19T00:00:00Z,41876730.0,Uprooted,Naomi Novik,Q20992497,2016,2,1,5,43.0,United States,female
Q242643,2018-07-10T00:00:00Z,,Spinning Silver,Naomi Novik,Q56418944,2018,2,0,8,45.0,United States,female
Q2427544,2010-01-05T00:00:00Z,6626657.0,The Hundred Thousand Kingdoms,N. K. Jemisin,Q3231338,2011,3,0,4,39.0,United States,female
Q2427544,2011-10-06T00:00:00Z,,The Kingdom of Gods,N. K. Jemisin,Q21953042,2011,1,0,4,39.0,United States,female
Q2427544,2012-05-01T00:00:00Z,,The Killing Moon,N. K. Jemisin,Q7744372,2012,2,0,6,40.0,United States,female
Q2427544,2015-08-04T00:00:00Z,26115977.0,The Fifth Season,N. K. Jemisin,Q25217632,2016,2,1,12,44.0,United States,female
Q2427544,2016-08-16T00:00:00Z,46213537.0,The Obelisk Gate,N. K. Jemisin,Q30337352,2017,2,1,14,45.0,United States,female
Q2427544,2017-08-15T00:00:00Z,,The Stone Sky,N. K. Jemisin,Q39058554,2018,1,2,19,46.0,United States,female
Q2427544,2020-03-24T00:00:00Z,54760675.0,The City We Became,N. K. Jemisin,Q95075560,2021,3,0,23,49.0,United States,female
Q243027,1996-05-01T00:00:00Z,,Remnant Population,Elizabeth Moon,Q3212608,1997,2,0,2,52.0,United States,female
Q243027,1997-01-01T00:00:00Z,,Once a Hero,Elizabeth Moon,Q7091899,1998,1,0,4,53.0,United States,female
Q243027,2002-11-01T00:00:00Z,1128271.0,The Speed of Dark,Elizabeth Moon,Q3120527,2004,1,1,5,59.0,United States,female
